cp,year,pc,2wmv,car,bus,lgv,hgv_total,min_month,min_dayofmonth,hour,min_idir,max_idir
56099,2001,44,38,1024,48,222,34,6,18,8,N,S
56099,2004,172,220,462,67,150,39,7,2,8,N,S
56099,2008,464,298,364,85,162,69,10,1,8,N,S
56108,2001,262,263,1683,54,322,70,3,29,8,N,S
56108,2003,182,190,803,67,225,79,6,20,8,N,S
56108,2004,190,186,694,79,231,60,10,18,8,N,S
56108,2005,365,263,762,88,228,93,5,10,8,N,S
56108,2007,483,267,1193,76,330,81,6,21,8,N,S
56108,2010,639,305,664,59,225,65,7,5,8,N,S
56108,2012,528,273,598,82,239,71,5,10,8,N,S
56110,2000,86,177,1540,75,244,97,10,4,8,E,W
56110,2004,44,115,692,69,139,137,4,29,8,E,W
56110,2010,56,101,1226,93,215,108,4,19,8,E,W
56110,2015,137,130,1210,84,352,72,11,10,8,E,W
56112,2000,8,183,5326,38,473,162,6,22,8,N,S
56112,2001,2,293,5461,28,599,133,4,26,8,N,S
56112,2002,5,312,4386,35,538,156,4,11,8,N,S
56112,2003,7,288,4102,18,522,174,4,11,8,N,S
56112,2004,8,322,4760,38,729,186,6,11,8,N,S
56112,2005,6,284,4942,37,499,173,3,16,8,N,S
56112,2006,3,206,3709,23,569,119,5,25,8,N,S
56112,2007,0,298,4385,42,436,146,4,25,8,N,S
56112,2008,0,165,4063,29,630,170,6,2,8,N,S
56112,2009,0,216,4698,32,656,122,3,20,8,E,W
56112,2010,2,154,5786,51,1139,457,5,27,8,N,S
56112,2011,0,229,4099,52,636,174,5,20,8,N,S
56112,2012,0,203,3473,29,692,184,7,9,8,N,S
56112,2013,0,244,4322,24,513,249,9,11,8,N,S
56112,2014,9,232,3922,31,785,154,6,13,8,N,S
56112,2015,7,227,3609,34,772,159,7,10,8,N,S
56112,2016,3,268,4263,32,904,135,3,23,8,N,S
56114,2001,7,30,1838,55,165,67,5,17,8,E,W
56114,2004,19,22,1761,68,142,72,7,1,8,E,W
56114,2008,1,12,1583,85,148,81,10,17,8,E,W
56114,2012,6,15,1257,83,80,72,5,29,8,E,W
56117,2000,27,101,1456,139,411,77,10,30,8,W,W
56117,2004,68,117,1048,196,378,98,10,8,8,W,W
56117,2007,146,152,1223,244,345,90,5,22,8,W,W
56117,2009,168,142,794,201,352,120,3,23,8,W,W
56117,2010,252,93,854,204,271,109,10,7,8,W,W
56117,2014,157,107,725,213,248,91,10,20,8,W,W
56124,2003,69,94,937,92,283,105,9,19,8,N,S
56124,2010,146,102,668,102,219,78,9,27,8,N,S
56124,2015,87,51,536,92,205,85,10,2,8,N,S
56144,2000,3,21,1208,22,74,8,10,6,8,N,S
56144,2002,4,24,1699,22,114,7,10,3,8,N,S
56144,2005,2,12,821,22,62,6,9,16,8,N,S
56144,2006,4,4,858,16,72,22,10,18,8,N,S
56144,2014,4,11,969,14,70,9,10,6,8,N,S
56149,2000,46,51,1017,50,213,69,4,6,8,N,S
56149,2002,38,68,906,57,209,66,4,11,8,N,S
56149,2004,17,49,871,64,182,31,5,4,8,N,S
56149,2006,51,57,656,68,167,36,6,23,8,N,S
56149,2008,71,85,612,84,231,81,5,21,8,N,S
56159,2000,24,58,1875,12,163,23,7,7,8,N,S
56159,2004,8,49,1203,12,156,36,3,30,8,N,S
56159,2008,49,31,1496,33,155,42,6,19,8,N,S
56159,2012,27,33,1236,25,133,52,4,23,8,N,S
56175,2001,101,212,1116,37,269,113,5,8,8,E,W
56175,2003,48,107,1016,45,242,107,6,23,8,E,W
56175,2005,160,166,916,50,225,134,6,28,8,E,W
56175,2007,168,196,952,49,282,113,5,9,8,N,S
56175,2011,294,162,700,54,195,101,6,23,8,E,W
56175,2016,682,77,764,36,230,48,9,19,8,E,W
56186,2005,98,75,638,58,142,39,6,23,8,E,W
56186,2013,162,63,648,70,134,93,3,21,8,E,W
56187,2000,12,73,2425,30,415,223,6,27,8,N,S
56187,2001,4,68,2584,32,508,194,5,2,8,N,S
56187,2002,7,67,2358,30,340,262,5,9,8,N,S
56187,2003,6,50,2548,30,458,193,5,19,8,N,S
56187,2004,7,51,2441,22,386,169,6,24,8,N,S
56187,2005,3,45,2438,32,452,198,9,22,8,N,S
56187,2006,2,35,2582,37,424,167,4,28,8,N,S
56187,2007,7,59,2570,29,504,167,4,18,8,N,S
56187,2008,6,34,2322,57,517,255,6,3,8,N,S
56187,2009,8,24,2004,33,391,162,10,12,8,N,S
56187,2010,1,44,3508,39,431,163,6,17,8,E,W
56187,2012,0,47,2073,28,453,220,6,26,8,N,S
56187,2014,9,54,2135,39,482,201,6,26,8,N,S
56211,2000,7,155,2898,17,542,128,9,27,8,E,W
56211,2001,1,169,2736,24,592,146,10,9,8,E,W
56211,2002,3,78,2597,25,619,136,7,12,8,E,W
56211,2003,0,82,2319,18,460,136,3,14,8,N,S
56211,2004,0,52,2117,18,375,114,9,20,8,E,W
56211,2005,0,91,2623,31,450,188,7,1,8,E,W
56211,2006,1,104,2789,26,482,152,7,14,8,E,W
56211,2007,0,118,2420,34,562,207,10,4,8,E,W
56211,2008,6,80,2860,28,426,126,6,20,8,E,W
56211,2009,2,87,2895,24,402,88,4,29,8,E,W
56211,2010,3,71,2775,22,410,158,3,12,8,E,W
56211,2012,1,92,2797,43,549,188,7,13,8,E,W
56211,2014,6,89,3401,25,438,139,5,15,8,E,W
56211,2015,2,99,3309,11,451,173,6,1,8,E,W
56215,2000,44,134,1271,40,174,83,10,17,8,E,W
56215,2003,34,139,2084,51,300,63,4,2,8,E,W
56215,2007,49,127,1169,80,261,73,9,5,8,E,W
56215,2011,55,112,1010,59,242,66,9,13,8,E,W
56215,2016,73,102,870,41,248,60,11,8,8,E,W
56234,2001,279,245,1485,63,263,33,5,8,8,N,S
56234,2008,538,257,674,62,217,40,10,6,8,N,S
56234,2012,340,144,391,71,125,60,3,16,8,N,S
56236,2000,15,43,1077,36,145,54,6,16,8,E,W
56236,2003,9,33,1085,51,169,31,5,2,8,E,W
56236,2007,14,28,1122,52,162,36,9,21,8,E,W
56236,2016,11,16,968,40,152,7,9,28,8,E,W
56240,2002,54,141,1661,110,325,84,5,31,8,N,S
56240,2009,119,180,1228,142,250,91,6,18,8,N,S
56240,2010,120,177,1323,134,284,73,5,10,8,N,S
56240,2012,150,179,1712,71,330,142,9,27,8,N,S
56253,2000,16,67,1391,36,216,122,6,7,8,N,S
56253,2002,14,41,1205,29,168,98,6,18,8,N,S
56253,2004,24,49,1254,36,237,138,5,14,8,N,S
56253,2006,15,46,1179,31,195,102,7,7,8,N,S
56253,2008,17,27,849,12,151,100,6,10,8,N,S
56253,2012,12,30,1297,52,282,134,6,21,8,N,S
56256,2000,0,27,1559,8,259,112,6,30,8,E,W
56256,2001,3,33,1285,3,256,92,4,2,8,N,S
56256,2002,3,23,1270,6,243,126,7,8,8,E,W
56256,2003,6,24,1246,13,262,96,5,23,8,E,W
56256,2004,3,33,1245,4,285,147,5,26,8,E,W
56256,2005,3,29,1191,10,202,95,5,9,8,E,W
56256,2006,5,29,1363,10,249,104,6,19,8,E,W
56256,2007,5,32,1364,19,285,157,6,28,8,N,S
56256,2008,3,31,1267,8,256,108,7,10,8,N,S
56270,2001,12,64,1327,21,185,89,10,5,8,N,S
56270,2004,12,88,1594,30,282,84,10,12,8,N,S
56270,2008,12,57,1165,28,290,85,5,21,8,N,S
56270,2012,23,17,1431,25,288,124,10,19,8,N,S
56274,2001,30,48,869,50,134,59,5,11,8,E,W
56274,2008,56,62,811,69,233,84,4,28,8,N,S
56308,2001,23,34,2754,22,287,83,5,8,8,N,S
56308,2008,6,19,2285,18,306,77,7,10,8,N,S
56398,2002,0,35,2188,27,178,86,4,24,8,N,S
56398,2006,6,33,2437,27,289,69,10,12,8,E,W
56398,2009,0,34,2267,33,354,87,6,23,8,N,S
56398,2010,8,16,1385,33,52,25,6,23,8,N,S
56398,2014,7,25,2358,38,270,97,6,17,8,N,S
56427,2002,7,13,97,27,48,10,5,3,8,S,S
56427,2005,19,10,106,27,38,15,9,29,8,S,S
56427,2013,45,17,122,39,56,26,5,16,8,S,S
56433,2001,28,26,418,136,76,21,3,22,8,N,S
56433,2005,115,86,909,174,148,86,6,30,8,N,S
56433,2010,151,146,1075,199,306,100,5,28,8,N,S
56433,2015,121,136,739,204,247,67,5,13,8,N,S
56436,2000,7,332,5708,71,752,348,5,24,8,E,W
56436,2001,5,281,4079,38,641,236,9,24,8,E,W
56436,2002,7,246,3775,50,771,313,7,8,8,E,W
56436,2003,8,334,5607,63,814,289,9,17,8,E,W
56436,2004,19,324,6075,48,623,226,5,18,8,E,W
56436,2005,1,241,4590,66,775,371,7,14,8,E,W
56436,2006,1,255,3816,74,753,317,3,28,8,E,W
56436,2007,3,291,2798,73,802,254,9,25,8,E,W
56436,2008,6,179,2272,37,741,239,9,1,8,E,W
56436,2009,0,300,5328,85,1065,390,6,26,8,E,W
56436,2011,0,304,3668,52,942,523,11,1,8,E,W
56436,2012,7,225,2576,32,762,457,3,27,8,E,W
56436,2013,0,218,4459,92,966,335,6,13,8,E,W
56436,2014,34,246,3620,101,954,416,6,9,8,E,W
56436,2015,32,243,3591,82,871,438,6,11,8,E,W
56467,2002,8,82,3330,37,432,95,9,17,8,N,S
56467,2009,0,77,2590,36,310,182,6,19,8,N,S
56467,2010,0,50,3966,21,550,170,10,12,8,N,S
56467,2011,8,144,3609,40,417,184,5,12,8,E,W
56467,2012,4,141,3821,48,516,216,9,21,8,E,W
56467,2013,2,109,3532,45,548,162,6,20,8,E,W
56467,2014,15,79,3954,59,468,162,5,19,8,E,W
56467,2015,3,91,3972,51,431,141,10,16,8,E,W
56467,2016,10,103,3694,48,627,176,4,28,8,E,W
56488,2000,38,65,902,56,161,43,6,22,8,N,S
56488,2003,29,36,765,57,182,48,5,23,8,E,W
56488,2007,28,21,753,38,90,44,4,27,8,E,W
56488,2016,123,28,574,56,170,47,9,7,8,E,W
56489,2001,30,26,1260,52,192,35,9,25,8,N,S
56489,2008,28,7,911,59,140,61,4,4,8,N,S
56496,2002,5,4,485,5,54,9,5,15,8,E,W
56496,2011,9,3,529,3,48,14,5,11,8,E,W
56504,2001,3,9,509,5,48,15,6,26,8,N,S
56504,2008,8,12,562,12,83,24,7,2,8,N,S
56504,2010,0,7,519,5,52,11,10,5,8,E,W
56506,2000,25,26,938,64,216,83,4,13,8,N,S
56506,2006,76,55,978,70,238,85,10,30,8,N,S
56506,2010,43,35,725,48,97,47,4,19,8,E,W
56508,2003,116,171,1244,41,385,137,9,19,8,N,S
56508,2005,152,135,1012,31,313,97,5,10,8,N,S
56508,2008,190,168,992,40,352,119,9,12,8,N,S
56508,2010,324,189,1024,40,354,103,5,13,8,N,S
56508,2015,537,207,903,43,390,101,6,24,8,N,S
56512,2000,21,12,670,57,147,20,3,27,8,N,S
56512,2002,32,19,728,68,126,40,5,30,8,E,W
56512,2005,20,11,621,93,66,40,5,27,8,E,W
56512,2013,51,17,495,73,50,18,7,3,8,E,W
56515,2002,11,8,779,8,107,19,10,28,8,E,W
56515,2010,31,18,614,21,125,22,5,20,8,N,S
56520,2000,5,8,1199,17,128,13,10,30,8,E,W
56520,2001,11,11,1268,42,159,28,6,28,8,E,W
56520,2002,4,6,1106,31,144,15,4,8,8,E,W
56520,2003,7,4,909,34,105,22,6,4,8,E,W
56520,2004,2,6,1022,26,141,33,10,21,8,E,W
56520,2005,5,12,1269,27,85,33,6,22,8,E,W
56520,2006,4,5,1327,45,138,37,5,8,8,E,W
56520,2007,10,16,1082,29,111,31,9,13,8,E,W
56520,2008,2,8,1200,36,133,45,10,17,8,E,W
56588,2001,7,16,1144,38,175,28,5,14,8,N,S
56588,2004,13,18,1101,33,168,37,6,8,8,N,S
56588,2009,23,18,1114,48,168,46,9,29,8,N,S
56588,2013,6,14,973,49,135,7,6,18,8,N,S
56592,2001,208,288,2457,136,714,193,10,5,8,N,S
56592,2003,228,255,1945,142,644,148,9,18,8,N,S
56592,2004,154,144,1739,109,433,67,6,14,8,N,S
56592,2005,388,235,2139,118,540,141,10,18,8,N,S
56592,2006,124,149,1882,124,506,87,7,11,8,E,W
56592,2007,456,280,1503,128,715,166,4,18,8,N,S
56592,2008,234,286,1706,123,757,154,9,16,8,E,W
56592,2009,682,310,1568,151,627,127,9,30,8,N,S
56592,2010,665,318,1978,154,862,165,9,20,8,N,S
56592,2012,399,194,2257,182,648,150,4,26,8,E,W
56592,2014,653,245,1427,117,693,155,4,22,8,E,W
56595,2000,49,119,1172,8,194,53,6,23,8,N,S
56595,2004,49,104,1008,10,194,94,5,28,8,N,S
56595,2009,74,124,945,4,353,91,10,22,8,N,S
56595,2013,72,62,1074,14,206,59,4,22,8,N,S
56598,2000,9,33,1298,7,181,83,5,10,8,E,W
56598,2007,4,29,1190,4,216,51,3,26,8,N,S
56598,2016,15,15,1001,3,207,48,9,28,8,E,W
56604,2000,68,261,1369,56,343,101,4,10,8,W,W
56604,2007,170,340,1108,49,298,227,3,30,8,W,W
56604,2011,142,68,633,77,178,91,3,30,8,E,W
56604,2012,51,49,900,51,236,79,4,30,8,E,W
56613,2002,23,74,1503,10,163,104,6,14,8,N,S
56613,2010,37,36,1249,11,346,60,9,15,8,E,W
56613,2015,59,74,1006,3,224,97,4,17,8,N,S
56614,2000,184,297,2177,45,516,142,6,9,8,N,S
56614,2003,334,372,1620,46,490,95,4,10,8,N,S
56614,2004,357,406,1536,53,416,95,9,21,8,N,S
56614,2005,367,328,1820,60,482,114,10,7,8,N,S
56614,2006,637,454,1566,57,487,138,6,22,8,N,S
56614,2007,607,431,1476,69,445,101,5,15,8,N,S
56614,2008,711,363,1200,55,392,116,5,6,8,N,S
56614,2010,1306,414,1242,64,357,104,10,14,8,N,S
56614,2011,504,287,1080,63,315,92,6,28,8,N,S
56614,2016,1792,326,491,51,284,51,6,28,8,N,S
56619,2002,5,81,600,8,178,40,4,26,8,S,S
56619,2011,20,67,369,13,120,27,6,16,8,W,W
56620,2001,18,54,854,40,117,31,5,21,8,E,W
56620,2009,30,34,729,37,130,12,10,12,8,E,W
56625,2003,123,85,390,381,118,66,5,15,8,E,W
56625,2005,120,67,288,410,99,57,5,17,8,E,W
56625,2008,138,47,263,430,87,41,9,17,8,E,W
56626,2001,20,95,1843,28,261,69,10,1,8,E,W
56626,2004,21,72,1490,15,188,50,10,5,8,E,W
56626,2008,27,85,1189,29,222,76,9,22,8,E,W
56626,2013,22,93,970,18,296,88,10,23,8,E,W
56628,2001,11,53,1804,21,282,84,4,27,8,N,S
56628,2004,17,46,2031,38,266,95,6,21,8,N,S
56628,2009,17,38,1832,26,277,91,10,15,8,N,S
56628,2011,29,28,1456,11,159,54,9,7,8,N,S
56628,2016,38,34,1713,15,373,70,9,7,8,N,S
56630,2002,8,22,498,9,82,14,6,13,8,E,W
56630,2011,1,3,540,11,70,17,7,7,8,E,W
56632,2001,11,76,1319,31,206,34,6,8,8,E,W
56632,2003,10,72,1429,37,184,21,6,9,8,E,W
56632,2004,11,57,1384,40,180,22,6,29,8,E,W
56632,2005,10,58,1349,34,204,29,10,4,8,E,W
56632,2012,22,88,1132,37,187,44,9,13,8,E,W
56634,2001,42,76,950,38,159,37,9,19,8,N,S
56634,2003,36,59,932,52,173,46,4,28,8,N,S
56634,2005,39,44,921,47,147,50,3,15,8,N,S
56634,2013,83,51,816,54,153,54,9,16,8,N,S
56636,2001,22,45,1861,65,208,49,5,17,8,E,W
56636,2003,19,24,1523,60,230,74,6,30,8,E,W
56636,2005,20,34,1592,59,192,78,9,26,8,E,W
56636,2007,17,26,1515,50,195,51,10,29,8,E,W
56636,2011,20,12,1476,49,222,14,6,6,8,E,W
56636,2016,11,18,1236,51,172,36,6,20,8,E,W
56642,2000,37,29,1183,17,93,36,6,6,8,E,W
56642,2002,26,48,1084,13,114,24,10,10,8,E,W
56642,2004,27,35,1018,12,96,28,9,23,8,E,W
56642,2006,33,33,898,21,92,12,6,9,8,E,W
56642,2008,40,28,864,23,110,35,10,22,8,N,S
56644,2003,6,9,364,7,50,27,5,14,8,N,N
56644,2007,12,11,373,13,64,29,4,16,8,N,N
56644,2016,17,12,373,15,78,18,9,7,8,N,S
56650,2000,35,107,3338,26,334,98,9,29,8,N,S
56650,2002,44,125,3491,37,361,139,5,21,8,N,S
56650,2006,41,102,2653,24,372,103,9,14,8,N,S
56650,2009,4,81,4367,44,679,212,10,21,8,N,S
56650,2010,25,56,3656,52,489,191,7,6,8,E,W
56650,2011,14,62,2105,29,328,130,9,28,8,N,S
56650,2012,14,69,3188,46,582,138,5,11,8,N,S
56650,2014,56,103,2602,49,443,136,9,12,8,N,S
56650,2015,48,90,1927,34,359,85,7,1,8,N,S
56651,2000,6,19,2335,196,214,54,4,3,8,E,W
56651,2007,1,24,1833,186,253,47,9,21,8,E,W
56651,2011,12,12,1866,210,188,59,10,12,8,E,W
56651,2016,17,7,1704,179,178,20,9,26,8,E,W
56655,2001,39,65,1034,51,269,62,5,17,8,E,W
56655,2009,80,33,744,67,161,84,10,22,8,N,S
56655,2013,122,38,1055,53,106,27,7,12,8,E,W
56660,2001,13,14,1173,30,95,20,4,24,8,E,W
56660,2004,14,8,1164,38,79,24,10,18,8,N,S
56660,2012,24,7,901,34,107,36,9,7,8,N,S
56663,2000,3,62,2658,17,411,99,3,24,8,E,W
56663,2001,14,73,2533,26,555,127,7,6,8,N,S
56663,2002,6,70,2037,6,415,90,4,11,8,N,S
56663,2003,0,35,1993,13,365,101,5,19,8,N,S
56663,2004,2,34,1723,4,382,110,6,30,8,E,W
56663,2005,5,45,2336,8,399,171,4,6,8,E,W
56663,2006,4,32,2558,18,468,107,5,23,8,E,W
56663,2007,1,39,1441,17,495,137,6,28,8,E,W
56663,2008,2,25,2012,17,440,178,6,9,8,E,W
56663,2009,0,37,2499,12,370,113,4,1,8,N,S
56663,2012,2,23,3747,15,611,198,3,16,8,E,W
56663,2014,3,50,2211,0,501,153,5,21,8,E,W
56663,2015,13,33,2261,5,396,100,9,21,8,E,W
56665,2001,16,20,1177,51,135,26,3,16,8,N,S
56665,2005,40,25,1373,55,182,38,4,27,8,N,S
56665,2010,9,9,863,39,99,10,10,1,8,N,S
56667,2001,11,18,909,30,122,22,5,24,8,N,S
56667,2003,11,15,1028,43,197,28,4,4,8,N,S
56667,2005,7,13,1183,50,186,41,7,8,8,N,S
56667,2007,13,25,889,51,168,27,7,5,8,N,S
56667,2016,23,6,736,54,138,9,9,29,8,N,S
56671,2002,3,13,796,60,91,32,5,10,8,E,W
56671,2006,17,12,776,80,148,31,6,23,8,E,W
56671,2014,13,20,990,78,129,38,10,14,8,E,W
56673,2000,13,18,1397,14,150,41,5,12,8,E,W
56673,2001,14,21,1418,26,212,40,10,3,8,E,W
56673,2002,19,19,1304,24,125,45,4,12,8,E,W
56673,2003,14,7,757,19,105,37,9,24,8,E,W
56673,2004,22,18,1229,24,116,35,6,15,8,E,W
56673,2005,19,12,1441,32,195,43,6,7,8,E,W
56673,2006,22,15,1352,34,163,13,6,5,8,E,W
56673,2007,32,14,1130,22,160,33,5,2,8,E,W
56673,2008,21,7,1242,27,134,47,6,26,8,E,W
56674,2001,45,104,1005,42,145,17,6,22,8,N,S
56674,2004,24,138,799,48,95,26,3,22,8,N,S
56683,2001,8,18,1298,33,190,48,4,30,8,E,W
56683,2003,3,10,1076,23,187,46,6,13,8,E,W
56683,2005,6,16,1358,38,194,54,6,8,8,E,W
56683,2007,16,18,1325,34,200,50,10,5,8,E,W
56683,2011,5,10,1137,30,147,36,9,21,8,E,W
56686,2002,4,61,2568,13,347,247,9,26,8,N,S
56686,2009,1,9,1990,14,276,147,3,16,8,N,S
56686,2010,0,50,2768,26,294,149,10,22,8,E,W
56686,2011,0,33,4052,10,430,193,4,6,8,N,S
56686,2013,11,46,2642,22,585,246,3,21,8,N,S
56686,2015,11,47,2300,14,482,200,9,29,8,N,S
56691,2003,160,82,1953,107,245,80,4,9,8,N,S
56691,2009,254,121,1923,116,224,63,3,18,8,N,S
56691,2010,40,159,2154,64,185,107,9,23,8,N,S
56691,2014,349,91,2344,98,238,32,7,14,8,N,S
56694,2000,5,51,3184,101,615,55,7,13,8,E,W
56694,2001,43,186,2425,73,313,94,4,23,8,E,W
56694,2003,51,205,2290,96,310,117,4,2,8,E,W
56694,2005,63,167,2060,103,288,97,5,4,8,E,W
56694,2007,66,253,1960,74,315,75,6,5,8,E,W
56694,2009,40,220,1818,67,337,77,3,19,8,E,W
56694,2010,22,136,2126,66,253,91,4,29,8,E,W
56694,2012,90,156,2221,107,414,147,4,16,8,E,W
56696,2002,25,13,343,6,36,9,5,1,8,N,N
56696,2009,0,13,323,3,31,11,3,20,8,W,W
56697,2000,94,58,1367,41,189,47,5,8,8,E,W
56697,2002,61,62,1397,39,208,73,3,22,8,E,W
56697,2005,93,61,1098,41,170,58,10,13,8,E,W
56697,2011,44,41,927,77,124,46,6,23,8,E,W
56708,2001,32,32,1320,22,119,22,10,4,8,N,S
56708,2004,22,31,1342,22,125,36,4,22,8,N,S
56711,2000,57,124,2774,16,256,123,10,4,8,N,S
56711,2001,72,143,3252,25,379,141,10,5,8,E,W
56711,2002,20,136,3075,20,347,145,4,12,8,E,W
56711,2003,38,137,3638,20,293,153,6,23,8,E,W
56711,2004,26,155,3174,34,376,147,5,27,8,E,W
56711,2005,93,187,2829,35,270,136,10,6,8,E,W
56711,2006,75,182,2902,30,356,137,5,16,8,E,W
56711,2007,45,172,2198,20,378,126,6,12,8,E,W
56711,2008,26,117,3225,27,411,124,10,21,8,E,W
56711,2009,18,47,3371,13,219,93,3,25,8,E,W
56711,2011,0,75,2840,30,448,134,5,23,8,E,W
56711,2012,30,95,3523,34,447,198,9,17,8,E,W
56711,2013,20,38,3408,20,387,136,5,10,8,E,W
56711,2014,54,150,2861,28,491,103,9,4,8,E,W
56711,2016,36,133,2925,42,555,83,7,5,8,E,W
56739,2000,190,184,1205,47,209,58,5,15,8,N,S
56739,2002,182,158,678,43,174,56,5,23,8,N,S
56739,2005,250,137,970,42,211,52,9,16,8,N,S
56739,2009,222,99,720,49,216,55,3,27,8,N,S
56739,2013,289,181,569,50,288,63,9,20,8,N,S
56742,2000,2,15,2083,26,227,70,3,30,8,E,W
56742,2001,10,17,1490,15,178,46,7,10,8,E,W
56742,2002,9,13,1359,18,160,63,4,24,8,E,W
56742,2003,4,9,1458,22,179,76,7,1,8,E,W
56742,2004,13,14,1453,22,185,68,6,8,8,E,W
56742,2005,10,17,1368,24,189,86,5,19,8,E,W
56742,2006,14,9,1240,11,168,51,6,19,8,E,W
56742,2007,7,11,1493,38,178,26,10,3,8,E,W
56742,2008,2,9,1000,28,221,50,6,16,8,N,S
56751,2001,7,27,403,43,131,54,6,29,8,N,N
56751,2009,24,27,359,57,137,39,4,22,8,N,N
56754,2001,10,39,1310,36,152,27,9,21,8,N,S
56754,2009,20,35,1002,69,366,48,4,2,8,N,S
56754,2013,14,18,718,29,99,26,6,28,8,N,S
56757,2007,22,60,1654,40,339,88,10,8,8,N,S
56757,2009,52,76,1353,33,299,42,6,2,8,E,W
56757,2013,16,47,2032,31,767,52,7,4,8,E,W
56758,2001,1,76,2735,19,476,207,10,3,8,E,W
56758,2004,1,68,2818,20,550,273,10,22,8,E,W
56758,2006,3,119,2453,16,671,264,10,18,8,E,W
56758,2009,0,97,2216,14,551,399,4,21,8,N,S
56758,2014,0,81,3588,64,837,358,10,22,8,N,S
56758,2015,0,122,3948,41,835,346,7,6,8,N,S
56759,2000,11,28,2073,33,426,355,10,4,8,N,S
56759,2002,3,21,1689,35,394,355,10,17,8,N,S
56759,2004,3,29,2231,23,394,301,10,18,8,N,S
56759,2006,4,15,1452,41,322,292,5,17,8,N,S
56759,2008,6,29,1864,27,425,362,7,4,8,N,S
56759,2009,2,16,1779,35,357,347,3,30,8,N,S
56759,2011,5,6,1732,22,288,323,7,4,8,N,S
56759,2013,8,32,1732,36,396,319,5,14,8,N,S
56763,2002,94,146,870,71,183,55,4,16,8,N,S
56763,2005,59,92,757,74,141,52,3,14,8,N,S
56763,2010,176,157,819,78,207,63,5,5,8,N,S
56763,2015,136,110,528,78,182,48,6,4,8,N,S
56765,2000,4,22,1084,14,131,15,9,28,8,N,S
56765,2002,0,12,1145,13,64,22,6,12,8,E,W
56765,2004,6,15,950,12,90,15,9,14,8,E,W
56765,2012,6,13,862,11,127,18,4,17,8,E,W
56771,2001,172,191,1111,122,251,57,6,19,8,N,S
56771,2003,169,183,610,147,154,61,4,30,8,N,S
56771,2005,259,195,536,140,173,71,9,13,8,N,S
56771,2007,240,179,570,221,168,72,7,4,8,N,S
56771,2016,468,92,377,149,164,15,4,12,8,N,S
56774,2003,7,73,307,1,111,21,6,30,8,S,S
56774,2006,26,101,793,2,242,59,7,7,8,S,S
56774,2014,54,108,446,2,179,73,10,14,8,S,S
56775,2000,16,67,1256,33,207,57,9,29,8,N,S
56775,2002,29,71,1188,29,198,49,10,11,8,N,S
56775,2004,27,57,1305,30,200,72,9,23,8,N,S
56775,2008,16,41,1025,32,183,45,9,4,8,N,S
56786,2001,8,18,1236,41,226,52,9,26,8,E,W
56786,2004,13,26,1056,64,218,34,7,2,8,E,W
56786,2009,19,16,1002,49,193,44,4,29,8,E,W
56786,2013,24,15,765,42,101,14,7,8,8,E,W
56793,2001,16,68,1187,27,223,36,5,25,8,N,S
56793,2003,13,65,1124,22,182,30,6,25,8,N,S
56793,2005,18,70,1146,60,230,24,6,29,8,E,W
56793,2007,19,48,976,58,194,35,5,25,8,N,S
56793,2016,24,44,922,43,233,21,11,8,8,E,W
56799,2001,40,110,2247,38,372,99,5,22,8,N,S
56799,2009,36,71,2009,47,370,95,5,1,8,N,S
56799,2010,34,36,1715,40,396,85,10,8,8,E,W
56799,2015,41,39,1596,34,246,79,6,16,8,N,S
56802,2002,10,15,671,5,129,64,4,9,8,E,W
56802,2010,4,5,547,0,83,37,10,22,8,E,W
56811,2003,20,21,845,62,178,113,6,26,8,N,N
56811,2009,37,31,696,83,176,97,6,24,8,N,N
56811,2013,48,28,665,90,181,85,9,11,8,N,N
56814,2001,17,49,1810,51,280,77,5,10,8,N,S
56814,2004,8,41,1967,58,227,95,9,24,8,N,S
56814,2007,5,29,1726,53,240,89,9,14,8,N,S
56814,2009,3,29,1489,38,263,63,5,11,8,N,S
56814,2012,2,17,1601,50,206,68,4,23,8,N,S
56815,2003,63,203,2171,131,455,153,3,20,8,E,W
56815,2004,94,202,1542,139,372,140,10,13,8,E,W
56815,2006,175,309,1576,135,463,151,5,18,8,E,W
56815,2007,180,239,1703,133,485,171,6,26,8,E,W
56815,2008,235,279,1878,141,477,170,10,13,8,E,W
56815,2009,334,330,2079,177,516,230,5,12,8,E,W
56815,2010,516,343,2074,149,455,209,9,2,8,E,W
56815,2011,190,186,2233,225,546,266,10,7,8,E,W
56815,2012,360,228,1868,290,424,156,3,20,8,E,W
56815,2013,482,382,2001,144,382,221,9,10,8,E,W
56815,2014,435,346,1852,172,610,297,9,3,8,E,W
56815,2015,411,294,1999,156,609,183,4,27,8,E,W
56824,2004,4,38,1245,16,133,35,5,10,8,N,S
56824,2009,8,23,1299,11,196,35,10,20,8,N,S
56824,2013,2,24,1104,17,260,46,7,2,8,N,S
56830,2000,4,23,1001,30,135,31,10,6,8,N,S
56830,2008,6,7,771,32,128,15,4,21,8,N,S
56842,2000,5,40,1462,23,271,113,7,10,8,E,W
56842,2002,3,39,1440,7,233,91,5,3,8,N,S
56842,2004,5,38,1355,14,239,80,5,18,8,E,W
56842,2005,4,38,1463,23,271,85,6,8,8,E,W
56842,2007,3,47,1325,15,277,92,6,11,8,E,W
56842,2011,5,16,1662,11,391,112,3,28,8,E,W
56842,2016,4,34,1182,7,281,115,9,8,8,E,W
