ID,ROAD,EASTING,NORTHING,DIRECTION,MONTH,YEAR,TOTAL FLOW,PEDAL-MOTORCYCLE, CAR, TRAILER_CARAVAN_VAN,2AXLE_TRUCKorBUS, 3AXLE_TRUCKorBUS, 4AXLE_TRUCK, LGV,TOTAL LARGER THAN CAR,DFT PEDAL CYCLE,DFT MOTOR CYCLE,AVERAGE_SPEED,_85TH_SPEED,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2014,5869,337,4838,30,622,23,19,15,709,n/a,n/a,22.9,28.6,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2015,6386,340,5344,35,611,19,20,17,702,n/a,n/a,21.4,27.1,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,6,2011,5760,258,4809,22,632,14,13,12,693,n/a,n/a,22.1,28.4,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2016,5979,324,5040,31,539,14,16,15,615,137,188,21.3,26.6,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2017,5718,305,4695,26,630,25,21,17,719,97,209,20.0,24.9,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,5,2013,5390,278,4453,35,583,10,13,18,659,n/a,n/a,22.7,28.2,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,11,2015,4965,233,4129,35,517,13,17,21,603,n/a,n/a,21.1,26.8,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,4,2010,5130,263,4222,42,542,25,14,22,645,n/a,n/a,23.0,28.4,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2010,6120,239,5298,36,497,35,15,23,606,n/a,n/a,22.7,27.7,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2011,5791,301,4771,26,666,11,16,19,738,n/a,n/a,24.1,29.8,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2012,5712,275,4778,41,559,39,20,28,687,n/a,n/a,20.8,25.9,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2013,5684,317,4777,35,501,34,20,24,614,n/a,n/a,23.8,29.1,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2014,5972,334,4939,38,581,38,21,21,699,n/a,n/a,23.4,29.3,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2015,6199,330,5265,45,470,68,21,27,631,n/a,n/a,21.9,27.5,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,6,2011,5687,256,4705,28,680,11,7,18,744,n/a,n/a,24.2,29.5,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,N,10,2016,5757,348,4919,41,398,11,18,22,490,144,205,21.0,25.9,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,N,4,2010,6391,258,5197,39,809,33,11,43,935,n/a,n/a,19.0,23.5,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,N,3,2010,8264,177,7270,58,724,21,14,38,855,n/a,n/a,18.4,22.2,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,N,6,2011,7410,267,6496,53,556,23,15,26,673,n/a,n/a,19.6,24.2,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,S,4,2010,3739,233,2855,9,618,15,9,17,668,n/a,n/a,17.5,24.2,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,S,3,2010,6306,181,5487,22,541,36,39,19,657,n/a,n/a,16.5,21.4,,,,,,,,,,,,
MIX11,Peckham Hill Street,534213.150,176847.040,S,6,2011,5734,276,4618,18,708,93,21,14,854,n/a,n/a,19.2,24.8,,,,,,,,,,,,
20MPH113,Peckham Park Road,534247.346,177313.754,S,5,2013,4017,188,3341,10,450,9,12,6,487,n/a,n/a,19.7,24.2,,,,,,,,,,,,
20MPH113,Peckham Park Road,534247.346,177313.754,S,11,2015,4058,181,3431,11,391,16,17,11,446,n/a,n/a,16.1,20.1,,,,,,,,,,,,
20MPH113,Peckham Park Road,534247.346,177313.754,N,5,2013,4225,219,3515,13,362,109,7,10,501,n/a,n/a,20.9,25.1,,,,,,,,,,,,
20MPH113,Peckham Park Road,534247.346,177313.754,N,11,2015,4494,231,3840,18,352,17,21,16,423,n/a,n/a,18.1,21.5,,,,,,,,,,,,
PMC20,Peckham Road,533524.570,176765.940,E,3,2010,11956,436,10378,113,705,251,73,106,1248,n/a,n/a,21.7,27.5,,,,,,,,,,,,
PMC20,Peckham Road,533524.570,176765.940,W,3,2010,12693,576,10708,60,1242,58,49,100,1509,n/a,n/a,24.5,29.4,,,,,,,,,,,,
MIX16,Peckham Rye,534512.960,175573.570,N,3,2010,2015,182,1724,8,84,4,9,3,109,n/a,n/a,25.6,30.2,,,,,,,,,,,,
MIX16,Peckham Rye,534512.960,175573.570,S,3,2010,4153,199,3307,5,616,9,11,6,647,n/a,n/a,25.2,29.8,,,,,,,,,,,,
FRIERN1,Peckham Rye,534561.879,174904.014,S,4,2017,7024,345,6023,37,590,7,21,1,656,n/a,n/a,23.1,27.6,,,,,,,,,,,,
FRIERN1,Peckham Rye,534561.879,174904.014,N,4,2017,6416,403,5429,32,482,31,37,2,584,n/a,n/a,24.6,28.4,,,,,,,,,,,,
LBS73,Peckham Rye ,534407.510,175646.330,S,4,2010,4163,242,3219,17,660,9,16,47,749,n/a,n/a,27.2,32.9,,,,,,,,,,,,
LBS73,Peckham Rye ,534407.510,175646.330,S,4,2013,5805,235,4738,21,763,33,15,17,849,n/a,n/a,24.9,30.0,,,,,,,,,,,,
LBS73,Peckham Rye ,534407.510,175646.330,N,4,2010,6040,272,4562,35,1136,16,19,50,1256,n/a,n/a,26.9,32.4,,,,,,,,,,,,
LBS73,Peckham Rye ,534407.510,175646.330,N,4,2013,7230,143,5821,34,1111,78,17,26,1266,n/a,n/a,25.5,31.3,,,,,,,,,,,,
LBS74,Peckham Rye ,534419.860,175378.780,S,4,2010,8420,365,6951,58,964,39,43,65,1169,n/a,n/a,25.5,30.9,,,,,,,,,,,,
LBS74,Peckham Rye ,534419.860,175378.780,N,4,2010,7489,402,6074,90,768,48,41,66,1013,n/a,n/a,23.5,29.3,,,,,,,,,,,,
20MPH121,Peckham Rye ,534496.240,175625.577,S,5,2013,3128,97,2457,4,554,13,3,6,580,n/a,n/a,24.5,29.5,,,,,,,,,,,,
20MPH121,Peckham Rye ,534496.240,175625.577,S,11,2015,3763,453,2740,7,519,8,27,9,569,n/a,n/a,19.1,24.8,,,,,,,,,,,,
20MPH121,Peckham Rye ,534496.240,175625.577,N,5,2013,1768,324,1339,5,75,2,23,9,114,n/a,n/a,25.2,31.1,,,,,,,,,,,,
20MPH121,Peckham Rye ,534496.240,175625.577,N,11,2015,1848,315,1397,7,80,3,31,15,136,n/a,n/a,23.0,28.4,,,,,,,,,,,,
MIX16,Peckham Rye ,534512.960,175573.570,N,4,2013,1061,0,1026,1,33,1,0,0,35,n/a,n/a,27.8,31.3,,,,,,,,,,,,
MIX16,Peckham Rye ,534512.960,175573.570,S,4,2013,2824,48,2463,2,298,9,1,3,313,n/a,n/a,21.1,26.4,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,N,5,2013,4034,428,3140,21,413,5,16,11,466,n/a,n/a,23.6,28.9,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,N,11,2015,4106,510,3165,22,369,3,25,12,432,n/a,n/a,22.6,27.3,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,N,4,2010,4098,352,3278,17,415,9,16,11,468,n/a,n/a,25.7,31.5,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,N,4,2013,4112,410,3415,21,228,3,17,18,287,n/a,n/a,21.9,27.5,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,S,5,2013,3824,380,3030,9,379,6,20,7,421,n/a,n/a,23.4,28.9,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,S,11,2015,3874,444,3005,11,365,6,31,13,425,n/a,n/a,22.6,28.0,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,S,4,2010,3710,103,3145,13,422,8,14,5,462,n/a,n/a,25.0,29.5,,,,,,,,,,,,
MIX50,Peckham Rye ,534653.490,175409.409,S,4,2013,4113,375,3366,10,327,5,21,9,372,n/a,n/a,24.0,29.1,,,,,,,,,,,,
AMH137,Penarth Street,535215.000,177848.000,W,10,2016,545,41,422,1,73,1,7,0,82,31,53,14.6,18.3,,,,,,,,,,,,
AMH137,Penarth Street,535215.000,177848.000,E,10,2016,679,39,537,1,89,2,11,0,103,3,14,14.3,18.1,,,,,,,,,,,,
FRIERN22,Penton Place,531792.000,178503.000,W,10,2017,1498,229,1157,5,168,5,4,2,184,n/a,n/a,15.7,18.6,,,,,,,,,,,,
FRIERN22,Penton Place,531792.000,178503.000,E,10,2017,1120,186,835,5,89,2,3,0,98,n/a,n/a,16.1,19.4,,,,,,,,,,,,
AMH21,Penton Place,532093.860,178240.900,S,10,2012,958,88,804,1,48,15,2,0,66,n/a,n/a,19.7,24.2,,,,,,,,,,,,
AMH43,Phelp Street,532699.000,177940.000,S,10,2016,241,22,198,0,21,0,0,0,21,26,139,15.4,19.5,,,,,,,,,,,,
AMH43,Phelp Street,532699.000,177940.000,N,10,2016,64,15,44,0,5,0,0,0,5,58,53,14.5,19.2,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,E,5,2013,1766,96,1399,5,244,4,18,2,273,n/a,n/a,26.9,32.2,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,E,11,2015,2253,171,1839,5,167,42,25,5,243,n/a,n/a,25.3,30.6,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,E,4,2010,1789,105,1471,4,194,7,8,4,217,n/a,n/a,23.6,29.5,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,W,5,2013,1169,60,885,2,203,5,14,4,228,n/a,n/a,24.9,30.2,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,W,11,2015,1473,132,1122,2,195,7,10,4,219,n/a,n/a,23.1,28.9,,,,,,,,,,,,
MIX51,Plough Way,535985.018,178853.283,W,4,2010,1170,121,884,2,149,6,8,2,167,n/a,n/a,21.6,28.4,,,,,,,,,,,,
AMH18,Pocock Street,531968.350,179860.270,W,10,2010,898,68,712,2,113,2,1,0,118,n/a,n/a,22.5,26.6,,,,,,,,,,,,
AMH18,Pocock Street,531968.350,179860.270,E,10,2010,469,39,367,0,59,3,1,0,63,n/a,n/a,21.6,26.8,,,,,,,,,,,,
PMC63,Pomeroy Street,535333.900,176761.540,N,3,2010,5848,179,5175,31,421,17,14,10,493,n/a,n/a,23.6,29.0,,,,,,,,,,,,
PMC63,Pomeroy Street,535333.900,176761.540,S,3,2010,5426,184,4740,22,431,32,17,14,516,n/a,n/a,23.2,29.0,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,S,10,2016,7244,303,6379,42,455,39,26,18,580,43,17,19.2,23.3,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,N,10,2016,5182,210,4557,33,355,13,14,15,430,13,109,19.2,23.0,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,N,11,2015,5380,219,4758,36,277,40,32,18,403,n/a,n/a,18.2,22.4,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,N,10,2010,5749,221,5017,39,418,19,17,19,512,n/a,n/a,22.4,27.3,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,N,10,2010,5655,236,4893,26,454,16,16,14,526,n/a,n/a,21.5,27.5,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,N,6,2011,4808,204,4223,19,339,11,12,13,394,n/a,n/a,22.7,28.6,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,S,11,2015,7269,260,6400,38,505,30,19,18,610,n/a,n/a,18.8,23.3,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,S,10,2010,3342,169,2946,12,154,41,11,9,227,n/a,n/a,20.5,26.2,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,S,10,2010,2757,155,2415,11,168,3,5,4,191,n/a,n/a,22.9,29.1,,,,,,,,,,,,
MIX52,Pomeroy Street,535335.000,176906.000,S,6,2011,6552,230,5770,27,484,14,13,15,553,n/a,n/a,23.1,29.1,,,,,,,,,,,,
MIX4,Portland Street,532630.790,178339.760,N,4,2010,1770,547,1076,7,112,4,21,4,148,n/a,n/a,18.7,23.7,,,,,,,,,,,,
MIX4,Portland Street,532630.790,178339.760,N,6,2011,2257,686,1333,12,164,12,38,10,237,n/a,n/a,18.3,23.3,,,,,,,,,,,,
MIX4,Portland Street,532630.790,178339.760,S,4,2010,1787,576,1053,4,122,3,29,4,162,n/a,n/a,17.9,23.0,,,,,,,,,,,,
MIX4,Portland Street,532630.790,178339.760,S,6,2011,2266,673,1380,8,162,13,25,5,213,n/a,n/a,18.7,23.4,,,,,,,,,,,,
AMH42,Portland Street,532693.680,178200.150,S,10,2015,1962,464,1351,5,114,3,25,6,153,n/a,n/a,17.9,22.1,,,,,,,,,,,,
AMH42,Portland Street,532693.680,178200.150,N,10,2015,1789,453,1189,10,79,12,35,12,148,n/a,n/a,17.5,21.7,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,N,5,2013,215,18,185,0,7,5,0,0,12,n/a,n/a,17.8,25.5,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,N,11,2015,202,11,168,0,18,3,1,1,23,n/a,n/a,19.7,25.3,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,N,10,2010,439,28,302,0,92,4,1,12,109,n/a,n/a,25.1,31.5,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,S,5,2013,229,13,193,0,16,6,1,0,23,n/a,n/a,17.9,23.9,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,S,11,2015,214,15,180,0,16,2,0,0,19,n/a,n/a,18.1,23.5,,,,,,,,,,,,
MIX37,Quebec Way,536051.480,179426.800,S,10,2010,402,25,284,0,86,6,1,8,101,n/a,n/a,23.8,30.6,,,,,,,,,,,,
ST2,Queen Elizabeth Street,533590.594,179946.070,E,3,2016,946,333,535,1,57,2,13,0,73,n/a,n/a,15.1,19.0,,,,,,,,,,,,
ST2,Queen Elizabeth Street,533590.594,179946.070,W,3,2016,835,325,433,0,54,3,14,0,71,n/a,n/a,13.0,16.5,,,,,,,,,,,,
20MPH81,Queen Elizabeth Street,533625.636,179923.517,S,5,2013,1582,363,1083,3,118,4,11,3,139,n/a,n/a,15.7,21.0,,,,,,,,,,,,
20MPH81,Queen Elizabeth Street,533625.636,179923.517,N,5,2013,595,145,387,1,56,3,3,0,63,n/a,n/a,16.0,20.8,,,,,,,,,,,,
ST6,Queen Elizabeth Street,533672.525,179896.704,E,3,2016,824,294,440,1,76,1,5,0,83,n/a,n/a,16.2,19.6,,,,,,,,,,,,
ST6,Queen Elizabeth Street,533672.525,179896.704,W,3,2016,956,205,655,0,85,2,2,0,89,n/a,n/a,14.5,18.5,,,,,,,,,,,,
