ID,ROAD,EASTING,NORTHING,DIRECTION,MONTH,YEAR,TOTAL FLOW,PEDAL-MOTORCYCLE, CAR, TRAILER_CARAVAN_VAN,2AXLE_TRUCKorBUS, 3AXLE_TRUCKorBUS, 4AXLE_TRUCK, LGV,TOTAL LARGER THAN CAR,DFT PEDAL CYCLE,DFT MOTOR CYCLE,AVERAGE_SPEED,_85TH_SPEED,,,,,,,,,,,,
AMC11,Croxted Road,532277.720,173844.020,S,10,2017,6050,298,4988,28,407,295,13,35,778,121,177,23.8,29.2,,,,,,,,,,,,
20MPH52,Croxted Road,532752.987,172770.114,S,5,2013,5668,283,4834,19,511,9,12,14,565,n/a,n/a,28.2,33.8,,,,,,,,,,,,
20MPH52,Croxted Road,532752.987,172770.114,S,11,2015,5017,246,4407,20,290,27,15,11,364,n/a,n/a,25.9,31.1,,,,,,,,,,,,
20MPH52,Croxted Road,532752.987,172770.114,N,5,2013,8288,320,6972,35,908,11,19,23,996,n/a,n/a,27.4,32.9,,,,,,,,,,,,
20MPH52,Croxted Road,532752.987,172770.114,N,11,2015,7785,317,6675,42,692,16,18,25,793,n/a,n/a,24.7,29.8,,,,,,,,,,,,
MIX33,Crystal Palace Parade,533920.092,171389.689,N,5,2013,14485,354,12372,52,1557,45,28,78,1760,n/a,n/a,24.0,28.6,,,,,,,,,,,,
MIX33,Crystal Palace Parade,533920.092,171389.689,N,11,2015,13527,330,11595,53,1338,98,44,68,1602,n/a,n/a,22.5,27.5,,,,,,,,,,,,
MIX33,Crystal Palace Parade,533920.092,171389.689,S,5,2013,14927,384,11776,102,1403,1026,44,191,2766,n/a,n/a,26.1,30.0,,,,,,,,,,,,
MIX33,Crystal Palace Parade,533920.092,171389.689,S,11,2015,14697,395,12654,76,1234,112,81,146,1648,n/a,n/a,24.6,29.8,,,,,,,,,,,,
MIX33,Crystal Palace Parade,533920.092,171389.689,S,4,2013,11172,390,9045,91,649,333,375,288,1736,n/a,n/a,25.3,29.3,,,,,,,,,,,,
LBS57,Crystal Palace Road,533979.470,174296.850,N,4,2013,610,37,540,1,22,9,1,0,33,n/a,n/a,15.2,18.1,,,,,,,,,,,,
LBS57,Crystal Palace Road,533979.470,174296.850,S,4,2013,674,15,620,1,33,4,1,0,39,n/a,n/a,16.0,19.5,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2016,1280,208,1012,4,47,3,6,1,61,177,31,16.1,19.2,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2010,1181,102,1034,2,40,2,1,0,45,n/a,n/a,17.5,20.6,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2011,1020,116,839,1,58,2,4,1,66,n/a,n/a,19.9,24.6,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2012,1265,111,1105,1,46,0,2,0,49,n/a,n/a,18.5,22.1,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2013,1247,147,1053,3,40,1,3,0,47,n/a,n/a,18.9,23.0,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2014,1364,168,1125,3,62,2,4,1,72,n/a,n/a,17.5,21.5,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2015,1352,176,1108,2,58,3,5,0,68,n/a,n/a,17.1,21.0,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,N,10,2017,1077,173,858,3,34,4,4,0,45,141,32,18.2,22.6,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2016,1346,201,1083,4,50,1,7,0,62,170,30,16.9,21.0,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2010,1156,92,1010,2,49,1,2,0,54,n/a,n/a,18.1,22.1,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2011,1030,107,856,3,58,2,4,1,68,n/a,n/a,19.8,22.6,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2012,1262,105,1113,1,42,0,1,0,44,n/a,n/a,17.8,21.2,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2013,1275,137,1082,3,46,4,3,0,56,n/a,n/a,18.0,21.7,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2014,1368,187,1122,4,46,4,5,0,59,n/a,n/a,16.6,19.7,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2015,1321,181,1082,3,49,2,4,0,58,n/a,n/a,16.2,19.2,,,,,,,,,,,,
AMC21,Crystal Palace Road,534064.730,174724.250,S,10,2017,1100,155,894,3,25,16,7,1,52,122,33,17.8,22.0,,,,,,,,,,,,
AMH89,Crystal Palace Road,534082.550,175200.370,N,10,2011,1642,238,1329,5,61,3,6,2,77,n/a,n/a,18.6,22.6,,,,,,,,,,,,
AMH89,Crystal Palace Road,534082.550,175200.370,N,10,2012,1591,177,1347,5,55,3,4,1,68,n/a,n/a,18.5,22.6,,,,,,,,,,,,
AMH89,Crystal Palace Road,534082.550,175200.370,S,10,2011,1957,225,1641,4,78,2,7,0,91,n/a,n/a,17.9,21.3,,,,,,,,,,,,
AMH89,Crystal Palace Road,534082.550,175200.370,S,10,2012,1915,180,1651,6,68,3,5,2,84,n/a,n/a,17.4,20.8,,,,,,,,,,,,
20MPH93,Danby Street,533784.675,175908.376,W,11,2015,496,28,443,0,21,2,1,0,24,n/a,n/a,20.8,26.4,,,,,,,,,,,,
20MPH93,Danby Street,533784.675,175908.376,E,11,2015,344,25,299,0,19,1,0,0,20,n/a,n/a,20.4,26.2,,,,,,,,,,,,
AMH135,Dayton Grove,535169.530,176847.310,N,10,2010,218,9,189,0,18,2,0,0,20,n/a,n/a,18.7,22.6,,,,,,,,,,,,
AMH135,Dayton Grove,535169.530,176847.310,S,10,2010,152,7,134,0,11,0,0,0,11,n/a,n/a,17.0,20.1,,,,,,,,,,,,
PMC7,De Crespigny Park,532613.640,176281.990,E,3,2010,983,76,836,1,66,3,1,0,71,n/a,n/a,19.4,23.6,,,,,,,,,,,,
PMC7,De Crespigny Park,532613.640,176281.990,W,3,2010,365,51,287,0,21,4,0,0,26,n/a,n/a,17.9,21.3,,,,,,,,,,,,
AMH172,De Laune Street,531570.909,178107.417,N,10,2017,735,176,505,1,46,1,5,1,54,143,32,17.6,22.1,,,,,,,,,,,,
AMH172,De Laune Street,531570.909,178107.417,S,10,2017,408,123,261,1,19,1,3,0,24,102,21,16.4,20.9,,,,,,,,,,,,
FRIERN9,Dekker Road,533274.264,174218.060,N,4,2017,80,0,80,0,0,0,0,0,0,n/a,n/a,15.0,n/a,,,,,,,,,,,,
FRIERN9,Dekker Road,533274.264,174218.060,S,4,2017,179,0,175,0,4,0,0,0,4,n/a,n/a,16.5,19.3,,,,,,,,,,,,
20MPH50,Delawyk Crescent,532639.848,174283.841,S,5,2013,42,2,34,0,5,1,0,0,6,n/a,n/a,12.2,15.9,,,,,,,,,,,,
20MPH50,Delawyk Crescent,532639.848,174283.841,N,5,2013,22,1,16,0,5,0,0,0,5,n/a,n/a,11.9,15.0,,,,,,,,,,,,
PMC6,Denmark Hill,532549.280,176473.260,N,3,2010,10506,447,9192,104,498,57,91,119,868,n/a,n/a,16.7,22.3,,,,,,,,,,,,
PMC6,Denmark Hill,532549.280,176473.260,S,3,2010,12928,473,11161,57,1024,70,46,98,1294,n/a,n/a,19.7,24.7,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,N,5,2013,11241,611,9242,97,1031,68,88,103,1387,n/a,n/a,20.4,27.1,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,N,11,2015,11788,650,10121,106,554,131,134,93,1018,n/a,n/a,18.8,25.1,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,N,12,2016,12075,631,10351,74,764,105,80,70,1093,377,254,18.2,24.2,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,S,5,2013,10475,350,8903,50,962,63,69,78,1222,n/a,n/a,17.7,26.2,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,S,11,2015,11219,561,9467,60,874,85,85,89,1192,n/a,n/a,17.2,24.4,,,,,,,,,,,,
MIX63,Denmark Hill,532612.062,176151.416,S,12,2016,11555,480,10043,44,617,164,112,93,1030,261,219,17.2,24.6,,,,,,,,,,,,
PMC8,Denmark Hill,532677.940,176028.640,N,3,2010,11527,469,9590,105,1175,42,40,106,1468,n/a,n/a,25.2,29.7,,,,,,,,,,,,
PMC8,Denmark Hill,532677.940,176028.640,S,3,2010,11420,230,9769,56,1189,58,67,52,1422,n/a,n/a,21.2,27.0,,,,,,,,,,,,
20MPH51,Denmark Hill,532719.306,175529.964,S,5,2013,7393,253,6433,35,576,44,16,36,707,n/a,n/a,30.4,34.9,,,,,,,,,,,,
20MPH51,Denmark Hill,532719.306,175529.964,S,11,2015,8006,460,6732,52,675,27,27,33,814,n/a,n/a,23.2,27.3,,,,,,,,,,,,
20MPH51,Denmark Hill,532719.306,175529.964,N,5,2013,7727,527,6250,48,812,24,24,42,950,n/a,n/a,29.0,33.8,,,,,,,,,,,,
20MPH51,Denmark Hill,532719.306,175529.964,N,11,2015,7726,244,6588,53,750,36,20,35,894,n/a,n/a,24.7,29.5,,,,,,,,,,,,
PMC10,Denmark Hill,532760.260,175770.420,N,3,2010,8647,482,7298,41,748,23,24,32,867,n/a,n/a,31.1,35.8,,,,,,,,,,,,
PMC10,Denmark Hill,532760.260,175770.420,S,3,2010,8939,243,7847,54,682,25,45,42,849,n/a,n/a,29.1,33.4,,,,,,,,,,,,
MIX44,Denmark Road,532229.409,176380.701,N,11,2015,3577,165,3166,18,198,16,8,7,247,n/a,n/a,20.3,26.2,,,,,,,,,,,,
MIX44,Denmark Road,532229.409,176380.701,N,1,2012,1752,95,1515,3,134,2,2,1,142,n/a,n/a,23.0,29.1,,,,,,,,,,,,
MIX44,Denmark Road,532229.409,176380.701,S,11,2015,3841,205,3335,17,241,11,16,15,300,n/a,n/a,21.0,26.4,,,,,,,,,,,,
MIX44,Denmark Road,532229.409,176380.701,S,1,2012,2341,121,2006,5,199,4,6,2,216,n/a,n/a,23.8,29.3,,,,,,,,,,,,
AMH67,Derwant Grove,533582.010,175229.520,N,10,2010,464,21,418,0,25,0,0,0,25,n/a,n/a,16.7,20.4,,,,,,,,,,,,
AMH67,Derwant Grove,533582.010,175229.520,S,10,2010,399,21,355,0,20,3,0,0,23,n/a,n/a,14.9,18.1,,,,,,,,,,,,
FRIERN10,Desenfans Road,533337.207,174177.421,N,4,2017,115,0,114,0,1,0,0,0,1,n/a,n/a,17.5,n/a,,,,,,,,,,,,
FRIERN10,Desenfans Road,533337.207,174177.421,S,4,2017,116,2,111,0,3,0,0,0,3,n/a,n/a,17.4,25.3,,,,,,,,,,,,
PR40,Dockley Road,534320.000,179248.000,E,7,2017,2509,289,1922,11,273,6,6,3,298,n/a,n/a,17.2,20.4,,,,,,,,,,,,
PR40,Dockley Road,534320.000,179248.000,W,7,2017,2036,186,1633,6,199,5,6,2,217,n/a,n/a,16.9,20.2,,,,,,,,,,,,
AMH173,Doddington Grove,531736.882,178030.898,N,10,2017,1096,24,963,1,104,2,1,0,108,3,21,16.0,19.0,,,,,,,,,,,,
AMH173,Doddington Grove,531736.882,178030.898,S,10,2017,483,55,384,1,41,1,1,0,44,34,20,15.7,19.0,,,,,,,,,,,,
20MPH68,Dog Kennell Hill,533376.693,175457.015,S,5,2013,9383,457,7971,66,837,27,25,63,1018,n/a,n/a,21.0,26.8,,,,,,,,,,,,
20MPH68,Dog Kennell Hill,533376.693,175457.015,S,11,2015,8732,398,7345,52,810,30,35,62,989,n/a,n/a,19.8,26.2,,,,,,,,,,,,
20MPH68,Dog Kennell Hill,533376.693,175457.015,N,5,2013,9789,356,8336,54,998,24,21,62,1159,n/a,n/a,22.2,28.9,,,,,,,,,,,,
20MPH68,Dog Kennell Hill,533376.693,175457.015,N,11,2015,9481,451,7881,44,1022,21,22,41,1149,n/a,n/a,20.9,26.8,,,,,,,,,,,,
AMH11,Dolben Street,531796.420,180139.670,E,10,2010,387,62,299,0,24,1,1,0,26,n/a,n/a,13.9,18.6,,,,,,,,,,,,
AMH11,Dolben Street,531796.420,180139.670,W,10,2010,298,87,187,0,14,7,3,0,24,n/a,n/a,11.9,15.2,,,,,,,,,,,,
20MPH73,Dovercourt Road,533523.042,174329.178,S,11,2015,354,29,309,0,15,0,0,0,16,n/a,n/a,18.8,23.9,,,,,,,,,,,,
20MPH73,Dovercourt Road,533523.042,174329.178,N,11,2015,338,40,279,0,18,0,0,0,19,n/a,n/a,19.7,24.6,,,,,,,,,,,,
FRIERN12,Dovercourt Road,533537.174,174134.814,N,4,2017,297,26,250,0,20,1,0,0,21,n/a,n/a,16.1,19.3,,,,,,,,,,,,
FRIERN12,Dovercourt Road,533537.174,174134.814,S,4,2017,265,15,239,0,11,0,0,0,11,n/a,n/a,15.7,18.0,,,,,,,,,,,,
FRIERN11,Druce Road,533425.940,174160.836,N,4,2017,93,1,91,0,1,0,0,0,1,n/a,n/a,14.2,20.0,,,,,,,,,,,,
FRIERN11,Druce Road,533425.940,174160.836,S,4,2017,76,0,75,0,1,0,0,0,1,n/a,n/a,13.9,n/a,,,,,,,,,,,,
PR35,Druid Street,533708.000,179616.000,N,7,2017,1274,257,812,2,181,9,10,3,205,n/a,n/a,17.1,20.5,,,,,,,,,,,,
PR36,Druid Street,533854.000,179497.000,N,7,2017,1277,153,902,2,195,19,3,2,221,n/a,n/a,14.8,17.8,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2017,13603,277,12078,55,955,61,74,103,1248,54,223,25.8,30.0,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2017,12031,344,10486,111,833,40,79,140,1203,99,244,22.8,29.7,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2016,12323,382,10584,134,906,46,106,166,1358,111,272,23.0,29.8,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2010,10953,306,9513,87,803,34,60,150,1134,n/a,n/a,26.2,32.7,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2011,10724,397,9215,66,782,56,88,120,1112,n/a,n/a,24.0,31.8,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2012,10579,242,9185,116,804,37,67,129,1153,n/a,n/a,24.4,31.5,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2013,11146,357,9694,136,685,63,92,120,1096,n/a,n/a,22.5,30.2,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2014,11523,322,10013,99,812,53,87,136,1187,n/a,n/a,23.9,31.3,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,E,10,2015,11824,368,10255,159,741,51,114,135,1200,n/a,n/a,20.8,28.6,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2016,12860,329,11248,63,950,45,79,146,1283,99,231,25.9,30.2,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2010,11115,280,9621,59,907,30,43,176,1215,n/a,n/a,29.0,33.6,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2011,11100,320,9636,71,812,31,52,177,1143,n/a,n/a,27.8,32.7,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2012,11267,326,9797,55,809,34,70,177,1145,n/a,n/a,27.2,32.0,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2013,11435,274,10154,53,644,102,74,134,1007,n/a,n/a,26.6,31.3,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2014,12040,323,10603,67,929,41,77,213,1327,n/a,n/a,26.2,30.6,,,,,,,,,,,,
AMC7,Dulwich Common,533067.910,173103.170,W,10,2015,12280,310,10715,55,881,43,88,189,1256,n/a,n/a,25.7,30.4,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2010,6941,333,6186,46,340,13,23,20,442,n/a,n/a,21.6,25.5,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2011,7035,364,6286,44,305,13,23,21,406,n/a,n/a,20.2,23.9,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2012,6572,285,5843,37,183,92,132,30,474,n/a,n/a,23.5,27.5,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2013,7116,385,6308,42,320,17,28,16,423,n/a,n/a,21.6,25.5,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2014,6902,365,6120,38,340,17,22,23,440,n/a,n/a,19.9,24.6,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2015,6668,293,5985,54,254,50,32,26,416,n/a,n/a,19.7,23.3,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2010,8307,254,7525,70,413,24,21,25,553,n/a,n/a,20.3,25.1,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2011,8457,405,7447,57,407,51,60,31,606,n/a,n/a,18.1,23.7,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2012,8249,282,7457,56,335,93,26,27,537,n/a,n/a,20.9,25.5,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2013,7687,209,6857,56,322,131,79,33,621,n/a,n/a,20.8,25.3,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2014,8455,432,7441,75,434,32,41,34,616,n/a,n/a,17.9,23.9,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2015,8361,444,7346,66,411,31,33,30,571,n/a,n/a,19.8,23.7,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2016,8517,403,7544,66,449,12,43,32,602,258,146,19.8,23.5,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,N,10,2017,5669,405,4802,39,366,13,27,17,462,259,146,18.4,23.3,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2016,6766,340,5991,51,220,80,57,27,435,203,139,19.7,23.3,,,,,,,,,,,,
AMC12,Dulwich Village,533125.590,173847.730,S,10,2017,4621,156,4104,17,314,11,11,8,361,24,132,20.1,24.0,,,,,,,,,,,,
AMH65,Dulwich Wood Avenue,533489.485,171248.520,N,10,2015,498,39,427,1,29,1,1,0,32,n/a,n/a,20.5,24.6,,,,,,,,,,,,
AMH65,Dulwich Wood Avenue,533489.485,171248.520,S,10,2015,359,63,279,0,15,1,1,0,17,n/a,n/a,15.8,19.5,,,,,,,,,,,,
20MPH65,Dulwich Wood Park,533313.717,171646.416,W,11,2015,12383,220,11097,60,880,28,50,47,1065,n/a,n/a,23.5,28.6,,,,,,,,,,,,
20MPH65,Dulwich Wood Park,533313.717,171646.416,E,11,2015,12049,215,10835,126,771,17,39,46,1000,n/a,n/a,22.8,28.0,,,,,,,,,,,,
20MPH72,Dulwich Wood Park,533473.993,171502.617,S,5,2013,8741,171,7891,32,590,17,20,20,679,n/a,n/a,29.6,34.2,,,,,,,,,,,,
20MPH72,Dulwich Wood Park,533473.993,171502.617,N,5,2013,9098,207,7969,41,547,236,98,57,979,n/a,n/a,30.2,35.3,,,,,,,,,,,,
MIX31,Dulwich Wood Park,533558.290,171444.734,E,11,2015,9680,226,8471,34,908,11,16,13,983,n/a,n/a,27.7,32.2,,,,,,,,,,,,
MIX31,Dulwich Wood Park,533558.290,171444.734,W,11,2015,9606,220,8366,30,920,28,18,26,1021,n/a,n/a,27.8,33.3,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,N,2,2011,1302,93,1093,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,18.3,22.1,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,N,10,2011,1547,83,1378,5,76,3,2,0,86,n/a,n/a,15.1,17.7,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,N,10,2012,1534,84,1377,3,67,1,2,0,73,n/a,n/a,17.1,19.9,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,S,2,2011,1018,76,904,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,18.0,21.0,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,S,10,2011,1171,58,1045,2,64,1,1,0,68,n/a,n/a,15.9,19.0,,,,,,,,,,,,
MIX26,Dunstan's Road,534637.880,174422.360,S,10,2012,1146,66,1015,1,61,1,2,0,65,n/a,n/a,17.5,20.8,,,,,,,,,,,,
AMH175,Dunton Road,533743.285,178748.323,N,10,2017,6797,425,5784,33,359,132,29,35,588,232,193,20.0,25.4,,,,,,,,,,,,
PR16,Dunton Road,533743.285,178748.323,N,2,2012,8671,351,7049,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,21.7,21.7,,,,,,,,,,,,
AMH175,Dunton Road,533743.285,178748.323,S,10,2017,5361,406,4582,41,171,91,43,27,373,250,156,18.2,23.5,,,,,,,,,,,,
PR16,Dunton Road,533743.285,178748.323,S,2,2012,5958,259,5046,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,18.6,24.2,,,,,,,,,,,,
AMH52,Dylways,532938.820,175206.610,N,10,2010,97,7,84,0,6,0,0,0,6,n/a,n/a,15.8,19.7,,,,,,,,,,,,
AMH52,Dylways,532938.820,175206.610,S,10,2010,119,9,99,0,10,1,0,0,11,n/a,n/a,15.3,19.5,,,,,,,,,,,,
LBS32,East Dulwich Grove,533123.850,174596.740,E,4,2012,6208,171,5534,25,450,9,9,10,503,n/a,n/a,26.9,31.3,,,,,,,,,,,,
LBS32,East Dulwich Grove,533123.850,174596.740,W,4,2012,6252,201,5549,22,454,14,12,11,513,n/a,n/a,26.9,31.5,,,,,,,,,,,,
LBS36,East Dulwich Grove,533276.970,174828.330,E,4,2012,7213,259,6537,21,380,8,8,22,439,n/a,n/a,26.6,30.6,,,,,,,,,,,,
LBS36,East Dulwich Grove,533276.970,174828.330,W,4,2012,7211,211,6484,36,451,13,16,15,531,n/a,n/a,24.8,29.5,,,,,,,,,,,,
20MPH71,East Dulwich Grove,533464.090,175039.795,W,5,2013,6593,125,5957,29,352,98,19,13,511,n/a,n/a,24.3,28.9,,,,,,,,,,,,
20MPH71,East Dulwich Grove,533464.090,175039.795,W,11,2015,6841,336,6010,26,410,21,21,16,495,n/a,n/a,19.7,24.2,,,,,,,,,,,,
20MPH71,East Dulwich Grove,533464.090,175039.795,E,5,2013,7501,354,6495,39,552,29,16,16,652,n/a,n/a,25.9,30.6,,,,,,,,,,,,
20MPH71,East Dulwich Grove,533464.090,175039.795,E,11,2015,8042,364,7072,64,471,23,23,25,606,n/a,n/a,19.0,23.0,,,,,,,,,,,,
LBS41,East Dulwich Grove,533507.340,175070.570,E,4,2012,7348,275,6475,31,494,43,11,19,598,n/a,n/a,25.5,30.0,,,,,,,,,,,,
LBS41,East Dulwich Grove,533507.340,175070.570,W,4,2012,6947,301,6090,26,427,83,20,12,568,n/a,n/a,24.4,29.5,,,,,,,,,,,,
20MPH108,East Dulwich Road,534197.769,175425.194,W,5,2013,8770,298,7589,30,555,180,118,44,927,n/a,n/a,22.9,27.7,,,,,,,,,,,,
20MPH108,East Dulwich Road,534197.769,175425.194,W,11,2015,8971,342,7956,47,429,115,52,30,673,n/a,n/a,21.0,25.9,,,,,,,,,,,,
20MPH108,East Dulwich Road,534197.769,175425.194,E,5,2013,8823,232,7761,66,672,29,24,39,830,n/a,n/a,22.6,27.5,,,,,,,,,,,,
20MPH108,East Dulwich Road,534197.769,175425.194,E,11,2015,8820,206,7914,82,474,52,50,42,700,n/a,n/a,19.5,25.1,,,,,,,,,,,,
AMH97,East Dulwich Road,534265.180,175453.970,E,10,2011,9656,386,8584,44,521,55,66,46,732,n/a,n/a,19.4,27.1,,,,,,,,,,,,
AMH97,East Dulwich Road,534265.180,175453.970,W,10,2011,9175,282,8252,51,541,23,26,33,674,n/a,n/a,21.7,27.1,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2017,9054,282,7784,41,819,37,47,66,1010,65,217,18.8,25.1,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2017,6791,256,6120,38,327,11,19,21,416,124,132,21.0,26.5,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2016,6854,267,6142,37,345,21,18,24,445,141,126,22.7,27.7,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2010,5861,150,5341,46,286,17,21,28,398,n/a,n/a,21.6,27.7,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2011,6123,222,5478,36,322,15,22,28,423,n/a,n/a,21.9,28.4,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2012,5985,198,5443,32,245,20,22,25,344,n/a,n/a,21.2,27.1,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2013,6656,191,6051,34,338,28,14,23,437,n/a,n/a,19.7,24.8,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2014,6933,184,6304,36,290,100,19,34,479,n/a,n/a,19.7,24.6,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,E,10,2015,6424,231,5777,32,292,27,35,30,416,n/a,n/a,20.7,26.8,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2016,9266,350,7903,60,763,59,75,56,1013,142,211,18.6,24.6,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2010,9522,198,8453,38,742,41,50,51,922,n/a,n/a,17.9,24.4,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2011,9134,317,7898,37,720,53,53,56,919,n/a,n/a,17.7,23.9,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2012,8883,288,7779,36,698,38,44,45,861,n/a,n/a,18.5,24.8,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2013,8330,224,7311,47,468,113,75,92,795,n/a,n/a,15.6,20.4,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2014,8588,279,7636,53,409,108,103,92,765,n/a,n/a,16.0,21.0,,,,,,,,,,,,
AMC6,East Dulwich Road,534473.970,175509.070,W,10,2015,9769,312,8345,72,938,24,33,44,1111,n/a,n/a,19.7,24.8,,,,,,,,,,,,
AMH61,Edgar Kail Way,533275.960,175457.010,N,10,2010,4095,44,3839,4,167,26,3,12,212,n/a,n/a,13.4,16.1,,,,,,,,,,,,
AMH61,Edgar Kail Way,533275.960,175457.010,S,10,2010,4182,107,3880,11,123,32,15,14,195,n/a,n/a,14.0,17.0,,,,,,,,,,,,
AMH48,Edmund Street,532841.844,177272.066,N,10,2015,628,236,346,1,32,2,11,1,47,n/a,n/a,14.7,18.3,,,,,,,,,,,,
AMH48,Edmund Street,532841.844,177272.066,S,10,2015,675,147,473,1,43,3,6,2,55,n/a,n/a,14.3,17.7,,,,,,,,,,,,
20MPH25,Elliots Row,531800.402,178937.809,S,5,2013,253,32,189,0,31,0,1,0,32,n/a,n/a,16.1,19.7,,,,,,,,,,,,
