date,wz11cd,population_all_usual_residents,area_hectares,density_ppl_per_ha
2011,E33046536,255,4.33,58.9
2011,E33049778,455,26.6,17.1
2011,E33049779,245,14.04,17.5
2011,E33049780,669,16.96,39.4
2011,E33049781,561,23.39,24
2011,E33049782,237,13.95,17
2011,E33049783,371,31.41,11.8
2011,E33046537,681,36.94,18.4
2011,E33049784,1662,35.67,46.6
2011,E33049785,1334,1066.82,1.3
2011,E33049786,342,103.2,3.3
2011,E33049787,399,158.05,2.5
2011,E33049788,297,87.98,3.4
2011,E33049789,465,1731.11,0.3
2011,E33049790,369,951.45,0.4
2011,E33049791,413,478.32,0.9
2011,E33049792,745,120.59,6.2
2011,E33049793,690,2125.87,0.3
2011,E33049794,343,1143.2,0.3
2011,E33049795,506,2192.57,0.2
2011,E33049796,430,178.71,2.4
2011,E33049797,524,672.84,0.8
2011,E33049798,277,1271.89,0.2
2011,E33049799,696,150.06,4.6
2011,E33049800,292,2640.8,0.1
2011,E33049801,333,3051.83,0.1
2011,E33049802,294,683.6,0.4
2011,E33049803,500,4149.92,0.1
2011,E33049804,395,1989.41,0.2
2011,E33049805,476,21.07,22.6
2011,E33049806,658,1679.45,0.4
2011,E33049807,269,27.64,9.7
2011,E33049808,562,58.23,9.7
2011,E33049809,616,2626.01,0.2
2011,E33049810,336,40.1,8.4
2011,E33049811,278,1246.57,0.2
2011,E33049812,235,1960.11,0.1
2011,E33049813,799,1484.33,0.5
2011,E33049814,424,3234.34,0.1
2011,E33049815,419,2303.77,0.2
2011,E33049816,374,896.34,0.4
2011,E33049817,297,577.98,0.5
2011,E33049818,538,1309.78,0.4
2011,E33049819,329,2697.16,0.1
2011,E33049820,465,121.9,3.8
2011,E33049821,435,46.79,9.3
2011,E33049822,302,1272.92,0.2
2011,E33049823,318,1323.97,0.2
2011,E33049824,580,36.67,15.8
2011,E33046547,1110,51.05,21.7
2011,E33049825,489,28.09,17.4
2011,E33049826,294,554.43,0.5
2011,E33049827,360,717.59,0.5
2011,E33049828,522,589.37,0.9
2011,E33049829,316,545.7,0.6
2011,E33046542,247,1043.79,0.2
2011,E33046543,502,23.1,21.7
2011,E33049830,371,16.1,23
2011,E33049831,355,25.85,13.7
2011,E33049832,251,40.78,6.2
2011,E33049833,536,284.24,1.9
2011,E33049834,247,646.78,0.4
2011,E33049835,443,1484.98,0.3
2011,E33049836,563,82.04,6.9
2011,E33049837,508,49.19,10.3
2011,E33049838,432,21.73,19.9
2011,E33049839,365,798.66,0.5
2011,E33049840,253,1151.8,0.2
2011,E33049841,444,2040.31,0.2
2011,E33049842,340,874.01,0.4
2011,E33049843,304,820.49,0.4
2011,E33049844,494,2564.48,0.2
2011,E33049845,448,441.29,1
2011,E33049846,452,3395.18,0.1
2011,E33049847,254,829.1,0.3
2011,E33049848,258,1860.37,0.1
2011,E33046544,252,2.56,98.4
2011,E33046545,381,11.31,33.7
2011,E33046546,721,51.08,14.1
2011,E33049849,544,37.66,14.4
2011,E33049850,596,183.04,3.3
2011,E33049851,298,21.27,14
2011,E33049852,628,71.23,8.8
2011,E33049853,329,495.11,0.7
2011,E33049854,340,159.73,2.1
2011,E33049855,503,59.17,8.5
2011,E33049856,398,408.24,1
2011,E33049857,276,380.74,0.7
2011,E33049858,372,440.8,0.8
2011,E33049859,340,1763.37,0.2
2011,E33049860,352,528.58,0.7
2011,E33049861,308,436.1,0.7
2011,E33046540,1015,117.16,8.7
2011,E33046541,236,264.77,0.9
2011,E33049862,384,528.02,0.7
2011,E33049863,705,41.48,17
2011,E33049864,744,1947.45,0.4
2011,E33049865,256,80.02,3.2
2011,E33049866,302,477.39,0.6
2011,E33049867,614,73.95,8.3
2011,E33049868,330,2080.37,0.2
2011,E33049869,299,1149.63,0.3
2011,E33049870,325,102.58,3.2
2011,E33049871,301,948.95,0.3
2011,E33049872,794,213.14,3.7
2011,E33049873,564,82.57,6.8
2011,E33049874,335,23.99,14
2011,E33049875,891,55.58,16
2011,E33049876,327,74.83,4.4
2011,E33049877,335,45.3,7.4
2011,E33046559,664,11.18,59.4
2011,E33046560,379,2.26,167.7
2011,E33046561,651,13.79,47.2
2011,E33046984,3433,10.51,326.6
2011,E33049878,263,64.69,4.1
2011,E33049879,491,19.11,25.7
2011,E33049880,702,38.94,18
2011,E33049881,385,17.94,21.5
2011,E33049882,456,26.9,17
2011,E33049883,264,32.85,8
2011,E33049884,358,32.05,11.2
2011,E33049885,333,13.52,24.6
2011,E33049886,365,13.7,26.6
2011,E33049887,280,44.19,6.3
2011,E33049888,341,35.77,9.5
2011,E33049889,322,41.49,7.8
2011,E33049890,331,22.66,14.6
2011,E33046562,604,16.28,37.1
2011,E33046563,358,6.7,53.4
2011,E33046579,755,7.45,101.3
2011,E33046580,333,2.67,124.7
2011,E33046581,339,2.79,121.5
2011,E33046582,200,0.85,235.3
2011,E33046583,1656,3.27,506.4
2011,E33046584,223,2.69,82.9
2011,E33046585,255,0.74,344.6
2011,E33046586,204,2.52,81
2011,E33046587,291,1.44,202.1
2011,E33046588,299,1.11,269.4
2011,E33046589,596,3.22,185.1
2011,E33046590,232,0.76,305.3
2011,E33046591,233,1.11,209.9
2011,E33046592,284,1.18,240.7
2011,E33046593,214,2.53,84.6
2011,E33046594,200,1.66,120.5
2011,E33046595,234,1.87,125.1
2011,E33046596,324,0.87,372.4
2011,E33046597,358,3.01,118.9
2011,E33046598,796,4.33,183.8
2011,E33046599,365,1.65,221.2
2011,E33046600,481,5.95,80.8
2011,E33046601,295,5.57,53
2011,E33046602,1126,14.68,76.7
2011,E33046981,397,79.95,5
2011,E33046982,328,57.74,5.7
2011,E33046983,427,13.79,31
2011,E33049891,480,5.15,93.2
2011,E33049892,897,37.21,24.1
2011,E33049893,388,6.2,62.6
2011,E33049894,607,4.76,127.5
2011,E33049895,247,20.66,12
2011,E33049896,573,324.81,1.8
2011,E33049897,298,17.95,16.6
2011,E33049898,465,12.23,38
2011,E33049899,694,100.04,6.9
2011,E33046558,950,7.01,135.5
2011,E33049900,640,30.95,20.7
2011,E33049901,288,17.44,16.5
2011,E33049902,350,15.76,22.2
2011,E33049903,483,13.07,37
2011,E33049904,248,12.89,19.2
2011,E33049905,322,43.8,7.4
2011,E33049906,216,12.99,16.6
2011,E33049907,402,49.9,8.1
2011,E33049908,418,46.01,9.1
2011,E33049909,360,26.52,13.6
2011,E33046548,2689,29.71,90.5
2011,E33046549,2166,18.76,115.5
2011,E33046550,231,8.87,26
2011,E33046551,314,14.11,22.3
2011,E33046552,572,22.09,25.9
2011,E33046553,609,4.26,143
2011,E33046554,362,10.01,36.2
2011,E33046555,222,3.87,57.4
2011,E33046556,219,13.64,16.1
2011,E33046557,1459,28.24,51.7
2011,E33049910,223,40.03,5.6
2011,E33049911,770,42.21,18.2
2011,E33049912,532,94.82,5.6
2011,E33049913,392,81.65,4.8
2011,E33049914,329,18.69,17.6
2011,E33049915,493,21.44,23
2011,E33049916,497,75.15,6.6
2011,E33046564,283,9.93,28.5
2011,E33046565,382,13.55,28.2
2011,E33046566,319,14.29,22.3
2011,E33046567,419,12.88,32.5
2011,E33046568,337,11.41,29.5
2011,E33046569,323,9.36,34.5
2011,E33046570,350,9.19,38.1
2011,E33046571,570,7.13,79.9
2011,E33049917,361,34.53,10.5
2011,E33049918,323,87.19,3.7
2011,E33049919,249,17.52,14.2
2011,E33049920,358,23.83,15
2011,E33049921,340,16.66,20.4
2011,E33049922,864,109.27,7.9
2011,E33049923,580,88.21,6.6
2011,E33049924,417,56.18,7.4
2011,E33049925,414,73.97,5.6
2011,E33049926,479,324.36,1.5
2011,E33049927,323,69.41,4.7
2011,E33049928,601,106.87,5.6
2011,E33049929,226,18.15,12.5
2011,E33049930,465,60.28,7.7
2011,E33049931,400,53.24,7.5
2011,E33049932,546,27.3,20
2011,E33049933,1420,30.07,47.2
2011,E33049934,537,21.62,24.8
2011,E33049935,602,175.34,3.4
2011,E33046572,276,13.48,20.5
2011,E33046573,854,18.51,46.1
2011,E33046574,365,52.32,7
2011,E33046575,322,7.99,40.3
2011,E33046576,482,13.23,36.4
2011,E33046577,639,2.98,214.4
2011,E33046578,832,10.3,80.8
2011,E33049936,318,58.83,5.4
2011,E33049937,486,56.05,8.7
2011,E33049938,338,67.4,5
2011,E33049939,231,21.71,10.6
2011,E33049940,495,26.53,18.7
2011,E33046623,210,168.07,1.2
2011,E33046624,655,50.63,12.9
2011,E33046625,271,951.88,0.3
2011,E33049941,264,1999.3,0.1
2011,E33049942,512,983.24,0.5
2011,E33049943,406,85.11,4.8
2011,E33049944,244,1205.39,0.2
2011,E33046627,595,457.8,1.3
2011,E33049945,609,1670.22,0.4
2011,E33049946,368,162.35,2.3
2011,E33049947,268,1214.3,0.2
2011,E33049948,424,2381.33,0.2
2011,E33049949,289,946.59,0.3
2011,E33049950,284,742.54,0.4
2011,E33046622,393,307.08,1.3
2011,E33046628,453,659.55,0.7
2011,E33049951,422,1173.71,0.4
2011,E33049952,377,481.68,0.8
2011,E33049953,305,54.34,5.6
2011,E33049954,457,1473.23,0.3
2011,E33049955,316,1418.68,0.2
2011,E33049956,324,263.18,1.2
2011,E33049957,679,1358.43,0.5
2011,E33046604,730,14.43,50.6
2011,E33049958,365,348.55,1
2011,E33049959,478,69.14,6.9
2011,E33049960,490,98.3,5
2011,E33049961,418,56.25,7.4
2011,E33049962,353,33.08,10.7
2011,E33046629,2346,31.53,74.4
2011,E33046630,1042,41.79,24.9
2011,E33046631,1708,63.41,26.9
2011,E33049963,280,35.53,7.9
2011,E33049964,300,92.96,3.2
2011,E33049965,483,41.52,11.6
2011,E33049966,504,61.43,8.2
2011,E33049967,615,125.59,4.9
2011,E33046605,244,3.36,72.6
2011,E33046606,248,1.29,192.2
2011,E33046607,248,1.11,223.4
2011,E33046608,280,2.79,100.4
2011,E33046609,238,1.38,172.5
2011,E33046610,251,11.89,21.1
2011,E33046611,204,1.14,178.9
2011,E33046612,258,1.21,213.2
2011,E33046613,434,6.61,65.7
2011,E33046614,349,19.63,17.8
2011,E33046615,459,26.98,17
2011,E33046616,270,5.44,49.6
2011,E33046617,483,14.2,34
2011,E33046618,305,2.83,107.8
2011,E33049968,314,90.61,3.5
2011,E33049969,541,129.08,4.2
2011,E33049970,446,168.63,2.6
2011,E33049971,301,29.81,10.1
2011,E33049972,639,42.85,14.9
2011,E33049973,752,79.03,9.5
2011,E33049974,367,26.27,14
2011,E33049975,421,96.84,4.3
2011,E33049976,873,269.45,3.2
2011,E33049977,360,23.56,15.3
2011,E33049978,319,330.07,1
2011,E33049979,683,44.19,15.5
2011,E33049980,568,78.46,7.2
2011,E33049981,305,78.17,3.9
2011,E33049982,318,150.76,2.1
2011,E33049983,278,48.41,5.7
2011,E33049984,659,201.58,3.3
2011,E33049985,265,647.44,0.4
2011,E33049986,241,41.1,5.9
2011,E33049987,689,2536.33,0.3
2011,E33049988,356,1072.39,0.3
2011,E33046603,676,80.75,8.4
2011,E33049989,231,65.38,3.5
2011,E33049990,418,129.17,3.2
2011,E33049991,467,404.98,1.2
2011,E33049992,352,942.47,0.4
2011,E33049993,393,302.8,1.3
2011,E33049994,264,49.2,5.4
2011,E33049995,321,442.3,0.7
2011,E33049996,370,38.76,9.5
2011,E33049997,309,527.56,0.6
2011,E33049998,254,262.04,1
2011,E33049999,746,185.37,4
2011,E33050000,302,168.14,1.8
2011,E33046632,566,1686.18,0.3
2011,E33050001,571,1767.69,0.3
2011,E33050002,297,1516.52,0.2
2011,E33050003,359,249.33,1.4
2011,E33050004,266,779.29,0.3
2011,E33050005,368,630.72,0.6
2011,E33050006,313,21.94,14.3
2011,E33050007,241,33.23,7.3
2011,E33046626,761,82.17,9.3
2011,E33050008,317,246.34,1.3
2011,E33050009,338,1239.1,0.3
2011,E33050010,297,141.67,2.1
2011,E33050011,519,26.88,19.3
2011,E33050012,396,106.34,3.7
2011,E33046619,207,2.7,76.7
2011,E33046620,452,15.84,28.5
2011,E33046621,222,12.08,18.4
2011,E33050013,321,237.1,1.4
2011,E33050014,406,45.71,8.9
2011,E33050015,490,85.03,5.8
2011,E33050016,319,63.71,5
2011,E33050017,661,42.52,15.5
2011,E33050018,351,60.06,5.8
2011,E33050019,510,3002.56,0.2
2011,E33050020,327,46.61,7
2011,E33050021,1470,2611.18,0.6
2011,E33050022,441,106.98,4.1
2011,E33046648,851,18.78,45.3
2011,E33046649,1360,23.61,57.6
2011,E33046652,297,15.99,18.6
2011,E33046653,1321,18.26,72.3
2011,E33046654,355,27.71,12.8
2011,E33046655,261,8.17,31.9
2011,E33046656,224,8.9,25.2
2011,E33046657,911,28.84,31.6
2011,E33046658,334,5.31,62.9
2011,E33046659,876,13.01,67.3
2011,E33050023,337,72.23,4.7
2011,E33050024,496,64.15,7.7
2011,E33050025,550,44.74,12.3
2011,E33050026,368,89.27,4.1
2011,E33050027,783,618.96,1.3
2011,E33050028,375,977.06,0.4
2011,E33046660,296,104.83,2.8
2011,E33046661,527,4.9,107.6
2011,E33050029,416,31.65,13.1
2011,E33050030,371,998.76,0.4
2011,E33050031,327,28.7,11.4
2011,E33050032,225,21.96,10.2
2011,E33050033,278,63.63,4.4
2011,E33050034,581,513.19,1.1
2011,E33050035,663,18.66,35.5
2011,E33050036,344,497.6,0.7
2011,E33050037,272,53.77,5.1
2011,E33050038,336,2000.64,0.2
2011,E33050039,340,15.01,22.7
2011,E33050040,285,3367.85,0.1
2011,E33050041,390,2410.54,0.2
2011,E33050042,269,945.62,0.3
2011,E33050043,285,2592.62,0.1
2011,E33050044,372,1129.53,0.3
2011,E33050045,528,1403.45,0.4
2011,E33050046,328,96.59,3.4
2011,E33046650,325,1005.05,0.3
2011,E33050047,370,2236.86,0.2
2011,E33050048,1209,1363.99,0.9
2011,E33050049,349,222.24,1.6
2011,E33050050,513,1064.13,0.5
2011,E33050051,362,3254.57,0.1
2011,E33050052,244,886.06,0.3
2011,E33046642,1529,20.79,73.5
2011,E33050053,434,42.73,10.2
2011,E33050054,348,104.34,3.3
2011,E33050055,626,440.88,1.4
2011,E33050056,824,55.22,14.9
2011,E33050057,269,39.29,6.8
2011,E33050058,257,70.23,3.7
2011,E33050059,379,139.94,2.7
2011,E33046643,233,733.25,0.3
2011,E33050060,495,846.24,0.6
2011,E33050061,262,1675.32,0.2
2011,E33050062,247,991.1,0.2
2011,E33050063,375,947.75,0.4
2011,E33050064,372,397.02,0.9
2011,E33046638,1694,16.78,101
2011,E33046639,528,93.31,5.7
2011,E33046640,417,110.86,3.8
2011,E33046641,684,44.3,15.4
2011,E33046647,1103,87.24,12.6
2011,E33050065,641,137.51,4.7
2011,E33050066,455,157.57,2.9
2011,E33050067,278,44.51,6.2
2011,E33050068,316,53.38,5.9
2011,E33050069,292,315.43,0.9
2011,E33050070,266,37.57,7.1
2011,E33050071,304,59.91,5.1
2011,E33046633,110,10.24,10.7
2011,E33046634,855,146.21,5.8
2011,E33046651,745,115.66,6.4
2011,E33050072,447,683.6,0.7
2011,E33050073,950,184.1,5.2
2011,E33050074,351,560.06,0.6
2011,E33050075,310,877.95,0.4
2011,E33050076,315,529.52,0.6
2011,E33050077,308,1168.29,0.3
2011,E33046635,334,17.77,18.8
2011,E33046636,672,312.94,2.1
2011,E33046637,965,66.93,14.4
2011,E33046644,2301,16.22,141.9
2011,E33046645,947,35.52,26.7
2011,E33046646,768,19.54,39.3
2011,E33050078,350,48.26,7.3
2011,E33050079,296,32.02,9.2
2011,E33050080,292,56.95,5.1
2011,E33050081,373,511.2,0.7
2011,E33050082,359,19.08,18.8
2011,E33046663,500,215.26,2.3
2011,E33046664,252,571.28,0.4
2011,E33046680,318,1221.45,0.3
2011,E33050083,268,459.99,0.6
2011,E33050084,333,2146.27,0.2
2011,E33050085,307,195.51,1.6
2011,E33050086,502,1467.45,0.3
2011,E33050087,325,1098.54,0.3
2011,E33050088,258,652.81,0.4
2011,E33050089,282,2172.36,0.1
2011,E33050090,279,1451.04,0.2
2011,E33050091,232,1862.38,0.1
2011,E33050092,301,65.85,4.6
2011,E33050093,257,212.9,1.2
2011,E33050094,555,350.83,1.6
2011,E33050095,392,445.98,0.9
2011,E33050096,445,1176.87,0.4
2011,E33050097,326,466.77,0.7
2011,E33050098,484,355.42,1.4
2011,E33050099,274,503.17,0.5
2011,E33050100,329,50.19,6.6
2011,E33050101,402,58.1,6.9
2011,E33050102,533,83.91,6.4
2011,E33050103,425,28.57,14.9
2011,E33046671,255,9.06,28.1
2011,E33046672,446,2.33,191.4
2011,E33046673,239,2.97,80.5
2011,E33046674,340,7.9,43
2011,E33050104,303,12.93,23.4
2011,E33050105,422,51.56,8.2
2011,E33050106,562,17.94,31.3
2011,E33050107,372,28.23,13.2
2011,E33050108,629,45.54,13.8
2011,E33050109,396,1237.06,0.3
2011,E33050110,619,213.42,2.9
2011,E33050111,301,4458.46,0.1
2011,E33050112,308,1174.94,0.3
2011,E33050113,447,113.83,3.9
2011,E33050114,297,1120.14,0.3
2011,E33050115,294,1501.88,0.2
2011,E33050116,313,1193.28,0.3
2011,E33046681,818,27.06,30.2
2011,E33046682,644,31.68,20.3
2011,E33050117,343,1235.93,0.3
2011,E33050118,558,69.32,8
2011,E33050119,347,3581.73,0.1
2011,E33050120,366,1012.48,0.4
2011,E33050121,286,591.17,0.5
2011,E33050122,426,1679.3,0.3
2011,E33050123,431,1034.92,0.4
2011,E33046666,241,10.77,22.4
2011,E33046667,404,2.41,167.6
2011,E33046668,420,13.84,30.3
2011,E33046669,448,68.75,6.5
2011,E33046670,295,20.09,14.7
2011,E33050124,579,58.58,9.9
2011,E33050125,369,77.37,4.8
2011,E33050126,768,61.75,12.4
2011,E33050127,403,53.69,7.5
2011,E33046686,560,4.84,115.7
2011,E33046687,218,2.85,76.5
2011,E33046688,236,1.7,138.8
2011,E33046689,306,34.15,9
2011,E33046690,432,6.83,63.3
2011,E33050128,305,45.08,6.8
2011,E33050129,369,31.57,11.7
2011,E33050130,541,28,19.3
2011,E33050131,330,72.05,4.6
2011,E33050132,461,21.1,21.8
2011,E33050133,464,123.82,3.7
2011,E33050134,509,15.54,32.8
2011,E33050135,293,20.64,14.2
2011,E33050136,724,45.43,15.9
2011,E33050137,605,25.89,23.4
2011,E33050138,550,38.31,14.4
2011,E33050139,394,89.63,4.4
2011,E33050140,350,251.02,1.4
2011,E33050141,421,36.06,11.7
2011,E33046662,274,944.14,0.3
2011,E33046665,552,627.56,0.9
2011,E33050142,588,156.28,3.8
2011,E33050143,525,1455.14,0.4
2011,E33050144,264,842.59,0.3
2011,E33050145,330,1458.86,0.2
2011,E33050146,242,1380.98,0.2
2011,E33050147,256,632.86,0.4
2011,E33050148,373,3969.01,0.1
2011,E33050149,232,1583.23,0.1
2011,E33046677,212,2.98,71.1
2011,E33046678,386,2.47,156.3
2011,E33046679,209,2.23,93.7
2011,E33050150,386,10.1,38.2
2011,E33050151,377,12.47,30.2
2011,E33050152,249,28.56,8.7
2011,E33050153,280,92.35,3
2011,E33050154,470,1139.97,0.4
2011,E33050155,308,261.21,1.2
2011,E33050156,391,198.21,2
2011,E33046675,524,81.26,6.4
2011,E33046676,434,172.35,2.5
2011,E33050157,461,3348.98,0.1
2011,E33050158,394,1917.46,0.2
2011,E33050159,953,525.24,1.8
2011,E33050160,311,25.5,12.2
2011,E33050161,376,58.34,6.4
2011,E33050162,479,1913.85,0.3
2011,E33050163,402,2683.63,0.1
2011,E33050164,302,1681.43,0.2
2011,E33050165,327,2174.72,0.2
2011,E33050166,334,2211.57,0.2
2011,E33050167,494,2735.28,0.2
2011,E33046683,1933,8.98,215.3
2011,E33046684,344,2.81,122.4
2011,E33046685,369,8.25,44.7
2011,E33050168,258,126.83,2
2011,E33050169,526,43.18,12.2
2011,E33050170,550,66.1,8.3
2011,E33050171,290,19.06,15.2
2011,E33050172,281,27.4,10.3
2011,E33050173,685,280.4,2.4
2011,E33046719,299,1819.52,0.2
2011,E33046720,254,190.85,1.3
2011,E33046721,522,19.84,26.3
2011,E33050174,426,737.34,0.6
2011,E33050175,371,60.19,6.2
2011,E33050176,297,25.69,11.6
2011,E33050177,296,66.66,4.4
2011,E33050178,813,1287.98,0.6
2011,E33050179,531,474.2,1.1
2011,E33046692,377,553.34,0.7
2011,E33046726,377,245.16,1.5
2011,E33050180,275,85.88,3.2
2011,E33050181,333,550.36,0.6
2011,E33050182,300,918.38,0.3
2011,E33050183,307,952.68,0.3
2011,E33050184,365,962.41,0.4
2011,E33050185,463,818.33,0.6
2011,E33050186,233,927.26,0.3
2011,E33050187,429,280.22,1.5
2011,E33046691,235,935.26,0.3
2011,E33050188,252,1038.14,0.2
2011,E33050189,341,2774.1,0.1
2011,E33050190,373,1189.57,0.3
2011,E33050191,255,994.23,0.3
2011,E33050192,417,2145.6,0.2
2011,E33050193,368,256.77,1.4
2011,E33046717,211,3.07,68.7
2011,E33046718,459,1.6,286.9
2011,E33050194,382,74.26,5.1
2011,E33050195,561,15.01,37.4
2011,E33050196,283,26.34,10.7
2011,E33050197,245,21.47,11.4
2011,E33050198,302,32.56,9.3
2011,E33050199,581,28.43,20.4
2011,E33046722,473,20.13,23.5
2011,E33046723,755,30.23,25
2011,E33046724,686,32.43,21.2
2011,E33046725,814,62.56,13
2011,E33050200,450,105.31,4.3
2011,E33050201,407,45.36,9
2011,E33050202,348,70.64,4.9
2011,E33050203,299,36.76,8.1
2011,E33050204,245,1247.22,0.2
2011,E33050205,349,1573.9,0.2
2011,E33050206,297,804.2,0.4
2011,E33050207,683,667.61,1
2011,E33050208,297,716.63,0.4
2011,E33050209,306,2962.23,0.1
2011,E33050210,354,1930.24,0.2
2011,E33050211,275,2990.29,0.1
2011,E33050212,282,165.65,1.7
2011,E33050213,514,1990.98,0.3
2011,E33050214,267,298.28,0.9
2011,E33050215,296,366.76,0.8
2011,E33046700,471,11.38,41.4
2011,E33046701,281,22.66,12.4
2011,E33046702,233,7.09,32.9
2011,E33046703,296,19.68,15
2011,E33046704,232,6.29,36.9
2011,E33046705,773,9.41,82.1
2011,E33046706,213,10.16,21
2011,E33046707,353,4.24,83.3
2011,E33050216,511,21.03,24.3
2011,E33050217,317,50.99,6.2
2011,E33050218,1152,39.18,29.4
2011,E33050219,306,47.34,6.5
2011,E33046695,203,3.72,54.6
2011,E33046696,592,8.87,66.7
2011,E33046697,333,6.05,55
2011,E33046698,430,17.48,24.6
2011,E33046699,730,22.03,33.1
2011,E33046708,269,1.31,205.3
2011,E33046709,227,3.22,70.5
2011,E33046710,375,3.38,110.9
2011,E33046711,366,1.79,204.5
2011,E33046712,356,0.95,374.7
2011,E33046713,310,4.3,72.1
2011,E33046714,244,3.35,72.8
2011,E33046715,1134,4.47,253.7
2011,E33046716,251,2.78,90.3
2011,E33050220,389,20.55,18.9
2011,E33050221,287,29.01,9.9
2011,E33050222,767,46.09,16.6
2011,E33050223,414,45.41,9.1
2011,E33046693,325,468.67,0.7
2011,E33046694,2060,272.7,7.6
2011,E33050224,457,133.74,3.4
2011,E33050225,306,51.97,5.9
2011,E33050226,311,44.77,6.9
2011,E33050227,449,116.96,3.8
2011,E33050228,569,101.95,5.6
2011,E33050229,252,1544.88,0.2
2011,E33050230,316,466.42,0.7
2011,E33050231,368,1704.68,0.2
2011,E33050232,390,2304.96,0.2
2011,E33050233,350,798.96,0.4
2011,E33050234,254,1698.02,0.1
2011,E33050235,344,2300.14,0.1
2011,E33050236,373,2050.05,0.2
2011,E33050237,354,38.74,9.1
2011,E33050238,298,70.16,4.2
2011,E33050239,375,35.83,10.5
2011,E33050240,640,20.07,31.9
2011,E33050241,256,23.9,10.7
2011,E33046902,874,71.63,12.2
2011,E33046903,1110,69.46,16
2011,E33050242,370,137.08,2.7
2011,E33050243,328,496.7,0.7
2011,E33050244,436,3255.03,0.1
2011,E33050245,729,1054.42,0.7
2011,E33050246,417,328.14,1.3
2011,E33050247,331,480.59,0.7
2011,E33050248,554,148.27,3.7
2011,E33050249,368,3400.57,0.1
2011,E33050250,490,5309.14,0.1
2011,E33050251,372,2062.59,0.2
2011,E33050252,547,133.8,4.1
2011,E33050253,291,822.34,0.4
2011,E33050254,275,1011.6,0.3
2011,E33050255,297,2675.31,0.1
2011,E33050256,298,2171.78,0.1
2011,E33050257,467,102.67,4.5
2011,E33050258,418,372.38,1.1
2011,E33050259,902,114.69,7.9
2011,E33050260,598,98.23,6.1
2011,E33050261,345,3495.71,0.1
2011,E33050262,256,91.45,2.8
2011,E33046735,233,18.51,12.6
2011,E33046736,263,26.51,9.9
2011,E33050263,329,96.34,3.4
2011,E33050264,642,480.85,1.3
2011,E33050265,233,1543.51,0.2
2011,E33050266,577,4377.65,0.1
2011,E33046738,1083,704.12,1.5
2011,E33046739,217,239.5,0.9
2011,E33050267,251,77.97,3.2
2011,E33050268,481,36.75,13.1
2011,E33050269,474,14.56,32.6
2011,E33050270,699,75.94,9.2
2011,E33050271,383,2079.72,0.2
2011,E33050272,264,2369.72,0.1
2011,E33046904,4158,540.42,7.7
2011,E33050273,264,120.48,2.2
2011,E33050274,313,2016.71,0.2
2011,E33050275,230,1326.17,0.2
2011,E33050276,480,659.21,0.7
2011,E33050277,420,1036.82,0.4
2011,E33050278,326,506.28,0.6
2011,E33050279,346,943.02,0.4
2011,E33050280,272,830.5,0.3
2011,E33050281,255,1972.83,0.1
2011,E33050282,287,1020.48,0.3
2011,E33050283,370,830.48,0.4
2011,E33050284,337,471.66,0.7
2011,E33050285,307,1958.03,0.2
2011,E33050286,856,1274.95,0.7
2011,E33050287,616,1719.6,0.4
2011,E33050288,590,1335.19,0.4
2011,E33050289,281,2095.03,0.1
2011,E33050290,254,311.04,0.8
2011,E33050291,646,113.86,5.7
2011,E33050292,435,399.47,1.1
2011,E33050293,374,103.94,3.6
2011,E33050294,456,2149.05,0.2
2011,E33050295,366,1310.7,0.3
2011,E33050296,324,1319.56,0.2
2011,E33050297,500,779,0.6
2011,E33050298,377,135.67,2.8
2011,E33050299,1059,155.8,6.8
2011,E33046727,439,14.16,31
2011,E33046728,562,11.21,50.1
2011,E33046729,533,68.62,7.8
2011,E33046764,731,24.75,29.5
2011,E33050300,408,51.85,7.9
2011,E33050301,565,807.79,0.7
2011,E33050302,422,68.69,6.1
2011,E33046730,1588,20.01,79.4
2011,E33050303,281,45.34,6.2
2011,E33050304,518,57.24,9
2011,E33046740,2196,9.2,238.7
2011,E33050305,333,68.73,4.8
2011,E33050306,500,71.98,6.9
2011,E33046741,243,1.11,218.9
2011,E33046742,408,11.95,34.1
2011,E33046743,210,4.29,49
2011,E33046744,325,0.64,507.8
2011,E33046745,247,2.85,86.7
2011,E33046746,231,1.39,166.2
2011,E33046747,677,7.47,90.6
2011,E33046748,307,2.21,138.9
2011,E33046749,229,3.86,59.3
2011,E33046750,299,1.4,213.6
2011,E33046751,243,3.53,68.8
2011,E33046752,260,1.69,153.8
2011,E33046753,388,1.1,352.7
2011,E33046754,222,0.83,267.5
2011,E33046755,211,3.75,56.3
2011,E33046756,324,4.2,77.1
2011,E33046757,283,8.22,34.4
2011,E33050307,327,4.61,70.9
2011,E33050308,237,8.65,27.4
2011,E33050309,273,10.09,27.1
2011,E33050310,296,16.87,17.5
2011,E33050311,261,11.93,21.9
2011,E33050312,602,47.75,12.6
2011,E33050313,227,20.89,10.9
2011,E33050314,529,15.44,34.3
2011,E33050315,869,63.91,13.6
2011,E33050316,299,44.64,6.7
2011,E33050317,271,56.16,4.8
2011,E33050318,512,16.67,30.7
2011,E33050319,462,23,20.1
2011,E33050320,329,1559.38,0.2
2011,E33050321,321,361.55,0.9
2011,E33050322,312,1762.96,0.2
2011,E33050323,439,1229.65,0.4
2011,E33050324,260,923.85,0.3
2011,E33050325,246,160.13,1.5
2011,E33050326,250,1032.71,0.2
